template,count,percentage,samples,suggested,confidence,label,notes
send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.,26,1.3,"[""send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out."", ""send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out."", ""send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.""]",0,high,3,Auto-labeled (high confidence)
[<*>:<*>:<*>.<*>] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,23,1.15,"[""[22:32:34.846] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification"", ""[11:27:14.923] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification"", ""[11:48:35.539] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification""]",0,high,3,Auto-labeled (high confidence)
AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,22,1.0999999999999999,"[""AppleThunderboltGenericHAL::earlyWake - complete - took 0 milliseconds"", ""AppleThunderboltGenericHAL::earlyWake - complete - took 0 milliseconds"", ""AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds""]",0,high,0,Auto-labeled (high confidence)
CCFile::captureLogRun() Exiting CCFile::captureLogRun,22,1.0999999999999999,"[""CCFile::captureLogRun() Exiting CCFile::captureLogRun"", ""CCFile::captureLogRun() Exiting CCFile::captureLogRun"", ""CCFile::captureLogRun() Exiting CCFile::captureLogRun""]",0,medium,0,
"CCFile::copyFile fileName is [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, source path:<*>, dest path:<*>",21,1.05,"[""CCFile::copyFile fileName is [2017-07-03_13,48,39.308188]-io80211Family-002.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_13,48,39.308188]-io80211Family-002.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_13,50,14.954481]=AssocFail:sts:2_rsn:0/IO80211AWDLPeerManager//[2017-07-03_13,48,39.308188]-io80211Family-002.pcapng"", ""CCFile::copyFile fileName is [2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-03_15,47,15.349129]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt"", ""CCFile::copyFile fileName is [2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,33.914349]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml""]",0,high,0,Auto-labeled (high confidence)
-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>>.,20,1.0,"[""-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f9950712080>."", ""-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f9951303310>."", ""-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f9951105bf0>.""]",0,high,0,Auto-labeled (high confidence)
AppleCamIn::wakeEventHandlerThread,20,1.0,"[""AppleCamIn::wakeEventHandlerThread"", ""AppleCamIn::wakeEventHandlerThread"", ""AppleCamIn::wakeEventHandlerThread""]",0,medium,0,
en0: channel changed to <*>,20,1.0,"[""en0: channel changed to 1"", ""en0: channel changed to 132,+1"", ""en0: channel changed to 6""]",4,medium,0,
button report: <*>,20,1.0,"[""button report: 0x8002be0"", ""button report: 0x8002bdf"", ""button report: 0x8002bdf""]",0,high,0,Auto-labeled (high confidence)
Location icon should now be in state 'Inactive',20,1.0,"[""Location icon should now be in state 'Inactive'"", ""Location icon should now be in state 'Inactive'"", ""Location icon should now be in state 'Inactive'""]",0,high,0,Auto-labeled (high confidence)
tcp_connection_handle_connect_conditions_bad <*> failed: <*> - No network route,18,0.8999999999999999,"[""tcp_connection_handle_connect_conditions_bad 19617 failed: 3 - No network route"", ""tcp_connection_handle_connect_conditions_bad 20835 failed: 3 - No network route"", ""tcp_connection_handle_connect_conditions_bad 20851 failed: 3 - No network route""]",0,high,4,Auto-labeled (high confidence)
FA||Url||taskID[<*>] dealloc,17,0.8500000000000001,"[""FA||Url||taskID[2019352994] dealloc"", ""FA||Url||taskID[2019353117] dealloc"", ""FA||Url||taskID[2019353182] dealloc""]",0,high,0,Auto-labeled (high confidence)
Location icon should now be in state 'Active',17,0.8500000000000001,"[""Location icon should now be in state 'Active'"", ""Location icon should now be in state 'Active'"", ""Location icon should now be in state 'Active'""]",0,high,0,Auto-labeled (high confidence)
-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,17,0.8500000000000001,"[""-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record."", ""-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record."", ""-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.""]",0,high,0,Auto-labeled (high confidence)
ARPT: <*>.<*>: AirPort_<*>::powerChange: System Sleep,17,0.8500000000000001,"[""ARPT: 697702.656868: AirPort_Brcm43xx::powerChange: System Sleep"", ""ARPT: 698052.637142: AirPort_Brcm43xx::powerChange: System Sleep"", ""ARPT: 698152.085457: AirPort_Brcm43xx::powerChange: System Sleep""]",0,high,0,Auto-labeled (high confidence)
CCFile::captureLog,17,0.8500000000000001,"[""CCFile::captureLog"", ""CCFile::captureLog"", ""CCFile::captureLog""]",0,medium,0,
"NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>.<*>",17,0.8500000000000001,"[""NETWORK: requery, 0, 0, 0, 0, 250, items, fQueryRetries, 0, fLastRetryTimestamp, 520665636.6"", ""NETWORK: requery, 0, 0, 0, 0, 250, items, fQueryRetries, 0, fLastRetryTimestamp, 520708962.7"", ""NETWORK: requery, 0, 0, 0, 0, 252, items, fQueryRetries, 0, fLastRetryTimestamp, 520765684.9""]",0,high,0,Auto-labeled (high confidence)
ARPT: <*>.<*>: AirPort_<*>::platformWoWEnable: WWEN[disable],16,0.8,"[""ARPT: 620702.879952: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable]"", ""ARPT: 621492.770239: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable]"", ""ARPT: 626132.740936: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable]""]",0,high,0,Auto-labeled (high confidence)
__<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>,16,0.8,"[""__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2"", ""__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2"", ""__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2""]",0,high,0,Auto-labeled (high confidence)
en0: BSSID changed to <*>,16,0.8,"[""en0: BSSID changed to 5c:50:15:36:bc:03"", ""en0: BSSID changed to 5c:50:15:4c:18:1c"", ""en0: BSSID changed to 5c:50:15:36:bc:03""]",1,high,1,Auto-labeled (high confidence)
"Path not allowed in target domain: type = pid, path = <*> error = <*>: The specified service did not ship in the requestor's bundle, origin = <*>",15,0.75,"[""Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SearchHelper.xpc/Contents/MacOS/com.apple.Safari.SearchHelper error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc"", ""Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.WebFeedParser.xpc/Contents/MacOS/com.apple.Safari.WebFeedParser error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc"", ""Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.History.xpc/Contents/MacOS/com.apple.Safari.History error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc""]",0,high,0,Auto-labeled (high confidence)
nw_<*>_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>,15,0.75,"[""nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x8000000000000000"", ""nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x8000000000000000"", ""nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4""]",0,high,0,Auto-labeled (high confidence)
<*>::prePCIWake - power up complete - took <*> us,15,0.75,"[""AppleThunderboltNHIType2::prePCIWake - power up complete - took 2 us"", ""AppleThunderboltNHIType2::prePCIWake - power up complete - took 1 us"", ""AppleThunderboltNHIType2::prePCIWake - power up complete - took 2 us""]",0,high,0,Auto-labeled (high confidence)
Previous sleep cause: <*>,15,0.75,"[""Previous sleep cause: 5"", ""Previous sleep cause: 5"", ""Previous sleep cause: 5""]",0,high,0,Auto-labeled (high confidence)
<*>::setAwdlAutoMode Resuming AWDL,15,0.75,"[""IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL"", ""IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL"", ""IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL""]",0,high,0,Auto-labeled (high confidence)
AppleCamIn::handleWakeEvent_gated,15,0.75,"[""AppleCamIn::handleWakeEvent_gated"", ""AppleCamIn::handleWakeEvent_gated"", ""AppleCamIn::handleWakeEvent_gated""]",0,low,0,
"CCFile::captureLog Received Capture notice id: <*>, reason = AuthFail:sts:<NUM>_rsn:<NUM>",15,0.75,"[""CCFile::captureLog Received Capture notice id: 1498928900.759059, reason = AuthFail:sts:5_rsn:0"", ""CCFile::captureLog Received Capture notice id: 1499122032.492037, reason = AuthFail:sts:5_rsn:0"", ""CCFile::captureLog Received Capture notice id: 1499196895.670989, reason = AuthFail:sts:5_rsn:0""]",0,high,1,Auto-labeled (high confidence)
Received Capture Event,15,0.75,"[""Received Capture Event"", ""Received Capture Event"", ""Received Capture Event""]",1,high,0,Auto-labeled (high confidence)
KeychainGetICDPStatus: keychain: <*>,14,0.7000000000000001,"[""KeychainGetICDPStatus: keychain: -25300"", ""KeychainGetICDPStatus: keychain: -25300"", ""KeychainGetICDPStatus: keychain: -25300""]",0,high,5,Auto-labeled (high confidence)
<*>::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,14,0.7000000000000001,"[""IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED"", ""IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED"", ""IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED""]",0,high,0,Auto-labeled (high confidence)
-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=<*> (null)/(null) opts=(null) when=<*>,14,0.7000000000000001,"[""-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-01 17:08:20 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319)"", ""-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-03 03:01:48 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319)"", ""-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-03 03:22:06 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319)""]",0,high,0,Auto-labeled (high confidence)
dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:<*> Err:<*> Errno:<*> Operation not permitted,13,0.65,"[""dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted"", ""dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted"", ""dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted""]",0,high,4,Auto-labeled (high confidence)
Error returned from iconservicesagent: (null),13,0.65,"[""Error returned from iconservicesagent: (null)"", ""Error returned from iconservicesagent: (null)"", ""Error returned from iconservicesagent: (null)""]",0,high,2,Auto-labeled (high confidence)
ARPT: <*>.<*>: AirPort_<*>::platformWoWEnable: WWEN[enable],12,0.6,"[""ARPT: 621342.242614: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable]"", ""ARPT: 621738.114066: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable]"", ""ARPT: 646509.760609: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable]""]",5,high,0,Auto-labeled (high confidence)
"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",12,0.6,"[""SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 \""Account identity not set\"" UserInfo={NSDescription=Account identity not set}"", ""SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 \""Account identity not set\"" UserInfo={NSDescription=Account identity not set}"", ""SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 \""Account identity not set\"" UserInfo={NSDescription=Account identity not set}""]",0,high,1,Auto-labeled (high confidence)
USBMSC Identifier (non-unique): <*>,12,0.6,"[""USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3"", ""USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3"", ""USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3""]",0,high,0,Auto-labeled (high confidence)
ARPT: <*>.<*>: AirPort_<*>::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,12,0.6,"[""ARPT: 681387.132167: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake"", ""ARPT: 682468.243050: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake"", ""ARPT: 682638.445688: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake""]",0,high,0,Auto-labeled (high confidence)
ARPT: <*>.<*>: AirPort_<*>::syncPowerState: WWEN[enabled],12,0.6,"[""ARPT: 620701.011328: AirPort_Brcm43xx::syncPowerState: WWEN[enabled]"", ""ARPT: 621490.890645: AirPort_Brcm43xx::syncPowerState: WWEN[enabled]"", ""ARPT: 672925.539048: AirPort_Brcm43xx::syncPowerState: WWEN[enabled]""]",0,high,0,Auto-labeled (high confidence)
"ARPT: <*>.<*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>",11,0.5499999999999999,"[""ARPT: 626126.086205: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10"", ""ARPT: 626908.045241: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10"", ""ARPT: 672041.595629: wl0: setup_keepalive: interval 258, retry_interval 30, retry_count 10""]",1,high,1,Auto-labeled (high confidence)
<*>::<*> - retries = <*>,11,0.5499999999999999,"[""AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 7"", ""AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 4"", ""AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 5""]",1,high,1,Auto-labeled (high confidence)
[<*>:<*>:<*>.<*>] FigAgglomeratorSetObjectForKey signalled err=<*> (kFigStringConformerError_ParamErr) (NULL key) at <*> line <*>,11,0.5499999999999999,"[""[21:17:07.529] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line 92"", ""[11:31:49.472] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line 92"", ""[12:02:22.126] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line 92""]",0,high,0,Auto-labeled (high confidence)
Bluetooth -- LE is supported - Disable LE meta event,11,0.5499999999999999,"[""Bluetooth -- LE is supported - Disable LE meta event"", ""Bluetooth -- LE is supported - Disable LE meta event"", ""Bluetooth -- LE is supported - Disable LE meta event""]",1,high,1,Auto-labeled (high confidence)
"<*>::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",11,0.5499999999999999,"[""IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)"", ""IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)"", ""IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)""]",0,high,0,Auto-labeled (high confidence)
RTC: PowerByCalendarDate setting ignored,11,0.5499999999999999,"[""RTC: PowerByCalendarDate setting ignored"", ""RTC: PowerByCalendarDate setting ignored"", ""RTC: PowerByCalendarDate setting ignored""]",0,high,0,Auto-labeled (high confidence)
<*>::<*>::postMessage bssid changed,10,0.5,"[""en0::IO80211Interface::postMessage bssid changed"", ""en0::IO80211Interface::postMessage bssid changed"", ""en0::IO80211Interface::postMessage bssid changed""]",0,high,0,Auto-labeled (high confidence)
jemmytest,10,0.5,"[""jemmytest"", ""jemmytest"", ""jemmytest""]",0,medium,0,
__<*>-[NETClientConnection <*>]_block_invoke CI46 - Hit by torpedo! <*>.<*> tc<*> <*>:<*>,10,0.5,"[""__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc19060 125.39.133.143:14000"", ""__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc20795 14.17.42.14:14000"", ""__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! NeteaseMusic.17988 tc9008 103.251.128.144:80""]",0,high,1,Auto-labeled (high confidence)
"ARPT: <*>.<*>: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*>, Ack <*>, Win size <*>",10,0.5,"[""ARPT: 621490.858770: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 2119064372, Ack 3325040593, Win size 278"", ""ARPT: 626625.204595: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 3034132215, Ack 528237229, Win size 278"", ""ARPT: 673110.784021: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 4039579370, Ack 2406464715, Win size 278""]",0,high,0,Auto-labeled (high confidence)
############################## _getSysMsgList,10,0.5,"[""############################## _getSysMsgList"", ""############################## _getSysMsgList"", ""############################## _getSysMsgList""]",0,medium,0,
<*>_unlink_ifa: IPv6 address <*> has no prefix,9,0.44999999999999996,"[""in6_unlink_ifa: IPv6 address 0x77c9114551ab23ab has no prefix"", ""in6_unlink_ifa: IPv6 address 0x77c9114551ab225b has no prefix"", ""in6_unlink_ifa: IPv6 address 0x77c911454f1523ab has no prefix""]",0,high,4,Auto-labeled (high confidence)
"ARPT: <*>.<*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs",9,0.44999999999999996,"[""ARPT: 620896.311264: wl0: MDNS: 0 SRV Recs, 0 TXT Recs"", ""ARPT: 646292.668059: wl0: MDNS: 0 SRV Recs, 0 TXT Recs"", ""ARPT: 661856.313502: wl0: MDNS: 0 SRV Recs, 0 TXT Recs""]",0,high,0,Auto-labeled (high confidence)
ARPT: <*>.<*>: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,9,0.44999999999999996,"[""ARPT: 661549.802297: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on."", ""ARPT: 672735.825491: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on."", ""ARPT: 682466.260119: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.""]",1,high,0,Auto-labeled (high confidence)
-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,9,0.44999999999999996,"[""-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID"", ""-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID"", ""-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID""]",0,high,0,Auto-labeled (high confidence)
AirPort: Link Up on awdl0,9,0.44999999999999996,"[""AirPort: Link Up on awdl0"", ""AirPort: Link Up on awdl0"", ""AirPort: Link Up on awdl0""]",0,high,0,Auto-labeled (high confidence)
CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,9,0.44999999999999996,"[""CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions"", ""CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions"", ""CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions""]",0,high,0,Auto-labeled (high confidence)
