LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source
17,2016-09-28,04:30:31,Info,CSI,"00000004 IAdvancedInstallerAwareStore_ResolvePendingTransactions (call 1) (flags = 00000004, progress = NULL, phase = 0, pdwDisposition = @0xb6fd90",E5,"<*> IAdvancedInstallerAwareStore_ResolvePendingTransactions (call <*>) (flags = <*>, progress = <*>, phase = <*>, pdwDisposition = @<*>",0,normal,Windows_2k
18,2016-09-28,04:30:31,Info,CSI,"00000005 Creating NT transaction (seq 1), objectname [6]""(null)""",E2,"<*> Creating NT transaction (seq <*>), objectname [<*>]""(null)""",0,normal,Windows_2k
19,2016-09-28,04:30:31,Info,CSI,"00000006 Created NT transaction (seq 1) result 0x00000000, handle @0x214",E1,"<*> Created NT transaction (seq <*>) result <*>, handle @<*>",0,normal,Windows_2k
20,2016-09-28,04:30:31,Info,CSI,00000007@2016/9/27:20:30:31.462 CSI perf trace:,E3,<*> CSI perf trace:,0,normal,Windows_2k
21,2016-09-28,04:30:31,Info,CBS,"NonStart: Success, startup processing not required as expected.",E27,"NonStart: Success, startup processing not required as expected.",0,normal,Windows_2k
22,2016-09-28,04:30:31,Info,CBS,Startup processing thread terminated normally,E47,Startup processing thread terminated normally,0,normal,Windows_2k
23,2016-09-28,04:30:31,Info,CSI,00000008 CSI Store 4991456 (0x00000000004c29e0) initialized,E4,<*> CSI Store <*> (<*>) initialized,0,normal,Windows_2k
24,2016-09-28,04:30:31,Info,CBS,Session: 30546173_4261722401 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,0,normal,Windows_2k
25,2016-09-28,04:30:31,Info,CBS,Session: 30546173_4262462443 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,0,normal,Windows_2k
26,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
27,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
28,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
29,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
30,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
31,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
32,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
33,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
34,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
35,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
36,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
37,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
38,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
39,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
40,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
41,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
42,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
43,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
44,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
45,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
46,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
47,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
48,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
49,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
50,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
51,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
52,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
53,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
54,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
55,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
56,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
57,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
58,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
59,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
60,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
61,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
62,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
63,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
64,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
65,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
66,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
67,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
68,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
69,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
70,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
71,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
72,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
73,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
74,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
75,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
76,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
77,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
78,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
79,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
80,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
81,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
82,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
83,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
84,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
85,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
86,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
87,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
88,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
89,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
90,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
91,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
92,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
93,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
94,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
95,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
96,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
97,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
98,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
99,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
100,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
101,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
102,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
103,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
104,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
105,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
106,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
107,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
108,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
109,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
110,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
111,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
112,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
113,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
114,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
115,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
116,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
117,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
118,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
119,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
120,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
121,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
122,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
123,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
124,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
125,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
126,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k
127,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k
128,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k
