template,count,percentage,samples,suggested,confidence,label,notes
TrustedInstaller service starts successfully.,2,0.1,"[""TrustedInstaller service starts successfully."", ""TrustedInstaller service starts successfully.""]",0,high,0,Auto-labeled (high confidence)
Ending TrustedInstaller initialization.,2,0.1,"[""Ending TrustedInstaller initialization."", ""Ending TrustedInstaller initialization.""]",0,medium,0,
"<*> IAdvancedInstallerAwareStore_ResolvePendingTransactions (call <*>) (flags = <*>, progress = <*>, phase = <*>, pdwDisposition = @<*>",2,0.1,"[""00000004 IAdvancedInstallerAwareStore_ResolvePendingTransactions (call 1) (flags = 00000004, progress = NULL, phase = 0, pdwDisposition = @0xb6fd90"", ""00000004 IAdvancedInstallerAwareStore_ResolvePendingTransactions (call 1) (flags = 00000004, progress = NULL, phase = 0, pdwDisposition = @0x116fa70""]",1,high,0,Auto-labeled (high confidence)
SQM: Warning: Failed to upload all unsent reports. [HRESULT = <*> - E_FAIL],2,0.1,"[""SQM: Warning: Failed to upload all unsent reports. [HRESULT = 0x80004005 - E_FAIL]"", ""SQM: Warning: Failed to upload all unsent reports. [HRESULT = 0x80004005 - E_FAIL]""]",1,high,4,Auto-labeled (high confidence)
"No startup processing required, TrustedInstaller service was not set as autostart, or else a reboot is still pending.",2,0.1,"[""No startup processing required, TrustedInstaller service was not set as autostart, or else a reboot is still pending."", ""No startup processing required, TrustedInstaller service was not set as autostart, or else a reboot is still pending.""]",0,high,0,Auto-labeled (high confidence)
NonStart: Checking to ensure startup processing was not required.,2,0.1,"[""NonStart: Checking to ensure startup processing was not required."", ""NonStart: Checking to ensure startup processing was not required.""]",0,high,0,Auto-labeled (high confidence)
"SQM: Queued <*> file(s) for upload with pattern: <*>, flags: <*>",2,0.1,"[""SQM: Queued 0 file(s) for upload with pattern: C:\\Windows\\servicing\\sqm\\*_all.sqm, flags: 0x6"", ""SQM: Queued 0 file(s) for upload with pattern: C:\\Windows\\servicing\\sqm\\*_all.sqm, flags: 0x6""]",1,high,0,Auto-labeled (high confidence)
SQM: Requesting upload of all unsent reports.,2,0.1,"[""SQM: Requesting upload of all unsent reports."", ""SQM: Requesting upload of all unsent reports.""]",1,high,0,Auto-labeled (high confidence)
"SQM: Failed to start upload with file pattern: <*>, flags: <*> [HRESULT = <*> - E_FAIL]",2,0.1,"[""SQM: Failed to start upload with file pattern: C:\\Windows\\servicing\\sqm\\*_std.sqm, flags: 0x2 [HRESULT = 0x80004005 - E_FAIL]"", ""SQM: Failed to start upload with file pattern: C:\\Windows\\servicing\\sqm\\*_std.sqm, flags: 0x2 [HRESULT = 0x80004005 - E_FAIL]""]",1,high,4,Auto-labeled (high confidence)
SQM: Failed to start standard sample upload. [HRESULT = <*> - E_FAIL],2,0.1,"[""SQM: Failed to start standard sample upload. [HRESULT = 0x80004005 - E_FAIL]"", ""SQM: Failed to start standard sample upload. [HRESULT = 0x80004005 - E_FAIL]""]",1,high,4,Auto-labeled (high confidence)
SQM: Initializing online with Windows opt-in: False,2,0.1,"[""SQM: Initializing online with Windows opt-in: False"", ""SQM: Initializing online with Windows opt-in: False""]",0,high,0,Auto-labeled (high confidence)
Failed to create backup log cab. [HRESULT = <*> - ERROR_INVALID_FUNCTION],2,0.1,"[""Failed to create backup log cab. [HRESULT = 0x80070001 - ERROR_INVALID_FUNCTION]"", ""Failed to create backup log cab. [HRESULT = 0x80070001 - ERROR_INVALID_FUNCTION]""]",0,high,0,Auto-labeled (high confidence)
Startup processing thread terminated normally,2,0.1,"[""Startup processing thread terminated normally"", ""Startup processing thread terminated normally""]",0,high,0,Auto-labeled (high confidence)
"NonStart: Success, startup processing not required as expected.",2,0.1,"[""NonStart: Success, startup processing not required as expected."", ""NonStart: Success, startup processing not required as expected.""]",0,high,0,Auto-labeled (high confidence)
"<*>@<*>/<*>/<*>:<*>:<*>:<*>.<*> CSI Transaction @<*> initialized for deployment engine {<*>} with flags <*> and client id [<*>]""<*>/""",1,0.05,"[""00000009@2016/9/27:20:40:53.744 CSI Transaction @0x47e9e0 initialized for deployment engine {d16d444c-56d8-11d5-882d-0080c847b195} with flags 00000002 and client id [10]\""TI6.0_0:0/\""""]",0,high,0,Auto-labeled (high confidence)
Scavenge: Begin CSI Store,1,0.05,"[""Scavenge: Begin CSI Store""]",0,high,0,Auto-labeled (high confidence)
Reboot mark refs incremented to: <*>,1,0.05,"[""Reboot mark refs incremented to: 1""]",0,high,0,Auto-labeled (high confidence)
Scavenge: Starts,1,0.05,"[""Scavenge: Starts""]",0,medium,0,
"<*> Store coherency cookie matches last scavenge cookie, skipping scavenge.",1,0.05,"[""0000000b Store coherency cookie matches last scavenge cookie, skipping scavenge.""]",0,high,0,Auto-labeled (high confidence)
<*> Performing <*> operations; <*> are not lock/unlock and follow:,1,0.05,"[""0000000a Performing 1 operations; 1 are not lock/unlock and follow:""]",6,high,0,Auto-labeled (high confidence)
<*> ICSITransaction::Commit calling IStorePendingTransaction::Apply - coldpatching=FALSE applyflags=<*>,1,0.05,"[""0000000c ICSITransaction::Commit calling IStorePendingTransaction::Apply - coldpatching=FALSE applyflags=7""]",0,high,0,Auto-labeled (high confidence)
"Scavenge: Completed, disposition: <*>",1,0.05,"[""Scavenge: Completed, disposition: 0X1""]",0,high,0,Auto-labeled (high confidence)
Idle processing thread terminated normally,1,0.05,"[""Idle processing thread terminated normally""]",0,high,0,Auto-labeled (high confidence)
Ending the TrustedInstaller main loop.,1,0.05,"[""Ending the TrustedInstaller main loop.""]",0,high,0,Auto-labeled (high confidence)
<*>@<*>/<*>/<*>:<*>:<*>:<*>.<*> CSI Transaction @<*> destroyed,1,0.05,"[""00000010@2016/9/27:20:40:54.787 CSI Transaction @0x47e9e0 destroyed""]",0,high,0,Auto-labeled (high confidence)
Reboot mark refs: <*>,1,0.05,"[""Reboot mark refs: 0""]",0,high,0,Auto-labeled (high confidence)
Ending TrustedInstaller finalization.,1,0.05,"[""Ending TrustedInstaller finalization.""]",0,medium,0,
Starting TrustedInstaller finalization.,1,0.05,"[""Starting TrustedInstaller finalization.""]",0,high,0,Auto-labeled (high confidence)
Offline image is: read-only,1,0.05,"[""Offline image is: read-only""]",1,high,1,Auto-labeled (high confidence)
Starting TrustedInstaller initialization.,1,0.05,"[""Starting TrustedInstaller initialization.""]",0,high,0,Auto-labeled (high confidence)
"Disabling manifest caching, because the image is not writeable.",1,0.05,"[""Disabling manifest caching, because the image is not writeable.""]",5,high,5,Auto-labeled (high confidence)
<*>@<*>/<*>/<*>:<*>:<*>:<*>.<*> PopulateComponentFamiliesKey - Begin,1,0.05,"[""00000008@2016/9/28:16:00:46.635 PopulateComponentFamiliesKey - Begin""]",0,high,0,Auto-labeled (high confidence)
<*>@<*>/<*>/<*>:<*>:<*>:<*>.<*> PopulateComponentFamiliesKey - End,1,0.05,"[""00000009@2016/9/28:16:01:03.072 PopulateComponentFamiliesKey - End""]",1,high,1,Auto-labeled (high confidence)
Session: <*>_<*> initialized by client SPP.,1,0.05,"[""Session: 11152_142416105 initialized by client SPP.""]",0,high,0,Auto-labeled (high confidence)
