template,count,percentage,samples,suggested,confidence,label,notes
"<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",18,0.8999999999999999,"[""1 ddr errors(s) detected and corrected on rank 0, symbol 25, bit 1"", ""1 ddr errors(s) detected and corrected on rank 0, symbol 17, bit 1"", ""1 ddr errors(s) detected and corrected on rank 0, symbol 33, bit 7""]",0,low,6,
ciod: LOGIN chdir(<*>) failed: No such file or directory,18,0.8999999999999999,"[""ciod: LOGIN chdir(/p/gb2/glosli/8M_5000K/t800) failed: No such file or directory"", ""ciod: LOGIN chdir(pwd) failed: No such file or directory"", ""ciod: LOGIN chdir(pwd) failed: No such file or directory""]",1,medium,1,
"ciod: Error loading /<*>: invalid or missing program image, Exec format error",17,0.8500000000000001,"[""ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error"", ""ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error"", ""ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error""]",1,medium,1,
"ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>",16,0.8,"[""ciod: Received signal 15, code=0, errno=0, address=0x000001b0"", ""ciod: Received signal 15, code=0, errno=0, address=0x000001b0"", ""ciod: Received signal 15, code=0, errno=0, address=0x000001b0""]",0,low,0,
total of <*> ddr error(s) detected and corrected,13,0.65,"[""total of 1 ddr error(s) detected and corrected"", ""total of 1 ddr error(s) detected and corrected"", ""total of 1 ddr error(s) detected and corrected""]",2,low,0,
"Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>",9,0.44999999999999996,"[""Kernel detected 35591540 integer alignment exceptions (35591533) iar 0x0023f108, dear 0x1feaa260 (35591534) iar 0x00265564, dear 0x1feaa1c0 (35591535) iar 0x00265574, dear 0x1feaa1e0 (35591536) iar 0x00265578, dear 0x1feaa200 (35591537) iar 0x00265588, dear 0x1feaa220 (35591538) iar 0x0026558c, dear 0x1feaa240 (35591539) iar 0x00265594, dear 0x1feaa260 (35591540) iar 0x00265598, dear 0x1feaa280"", ""Kernel detected 3830884 integer alignment exceptions (3830877) iar 0x00544ea8, dear 0x01fc1ba0 (3830878) iar 0x00544eb8, dear 0x01fc1bc0 (3830879) iar 0x00544ea8, dear 0x01fc1be0 (3830880) iar 0x00544eb8, dear 0x01fc1c00 (3830881) iar 0x00544ee0, dear 0x01fc1c20 (3830882) iar 0x00544ef0, dear 0x01fc1c40 (3830883) iar 0x00544ee0, dear 0x01fc1c60 (3830884) iar 0x00544ef0, dear 0x01fc1c80"", ""Kernel detected 3853444 integer alignment exceptions (3853437) iar 0x00544ea8, dear 0x01ef5e20 (3853438) iar 0x00544eb8, dear 0x01ef5e40 (3853439) iar 0x00544ea8, dear 0x01ef5e60 (3853440) iar 0x00544eb8, dear 0x01ef5e80 (3853441) iar 0x00544ee0, dear 0x01ef5ea0 (3853442) iar 0x00544ef0, dear 0x01ef5ec0 (3853443) iar 0x00544ee0, dear 0x01ef5ee0 (3853444) iar 0x00544ef0, dear 0x01ef5f00""]",0,low,0,
"Node card VPD check: U<*> node in processor card slot J<*> do not match. VPD ecid <*>, found <*>",9,0.44999999999999996,"[""Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 04DF80A7942FFFFF0C081AE08CD2, found 0000000000000000000000000000"", ""Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 074C04C10F7BFFFF08051AE08ED2, found 04C180A5D12FFFFF05081BD088E2"", ""Node card VPD check: U11 node in processor card slot J18 do not match. VPD ecid 04CC81389C2FFFFF03071B7048DF, found 04D780871F2FFFFF08031BD046E2""]",0,medium,0,
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,9,0.44999999999999996,"[""ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:42213: Link has been severed"", ""ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:45713: Link has been severed"", ""ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41304: Link has been severed""]",1,medium,1,
Lustre mount FAILED : bglio<*> : point <*>,9,0.44999999999999996,"[""Lustre mount FAILED : bglio559 : point /p/gb1"", ""Lustre mount FAILED : bglio344 : point /p/gb1"", ""Lustre mount FAILED : bglio46 : point /p/gb1""]",1,low,1,
data address: <*>,8,0.4,"[""data address: 0x00000002"", ""data address: 0x00000002"", ""data address: 0x00000002""]",0,low,0,
program interrupt: illegal instruction......<*>,8,0.4,"[""program interrupt: illegal instruction......0"", ""program interrupt: illegal instruction......0"", ""program interrupt: illegal instruction......0""]",0,low,0,
"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",8,0.4,"[""ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41534, Link has been severed"", ""ciod: Error reading message prefix on CioStream socket to 172.16.96.116:54780, Link has been severed"", ""ciod: Error reading message prefix on CioStream socket to 172.16.96.116:60243, Link has been severed""]",1,medium,1,
MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),7,0.35000000000000003,"[""MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4)"", ""MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4)"", ""MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4)""]",1,low,1,
"<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds",7,0.35000000000000003,"[""1 ddr error(s) detected and corrected on rank 0, symbol 24 over 335 seconds"", ""159 ddr error(s) detected and corrected on rank 0, symbol 29 over 2486 seconds"", ""1 ddr error(s) detected and corrected on rank 0, symbol 9 over 986 seconds""]",2,low,2,
core configuration register: <*>,7,0.35000000000000003,"[""core configuration register: 0x00002000"", ""core configuration register: 0x00002000"", ""core configuration register: 0x00002000""]",0,low,0,
Node card is not fully functional,6,0.3,"[""Node card is not fully functional"", ""Node card is not fully functional"", ""Node card is not fully functional""]",0,low,6,
exception syndrome register: <*>,6,0.3,"[""exception syndrome register: 0x00800000"", ""exception syndrome register: 0x00800000"", ""exception syndrome register: 0x00800000""]",0,low,6,
Can not get assembly information for node card,6,0.3,"[""Can not get assembly information for node card"", ""Can not get assembly information for node card"", ""Can not get assembly information for node card""]",2,low,2,
rts: kernel terminated for reason <*>,6,0.3,"[""rts: kernel terminated for reason 1003"", ""rts: kernel terminated for reason 1004"", ""rts: kernel terminated for reason 1004""]",0,low,2,
data cache search parity error detected. attempting to correct,6,0.3,"[""data cache search parity error detected. attempting to correct"", ""data cache search parity error detected. attempting to correct"", ""data cache search parity error detected. attempting to correct""]",2,low,6,
program interrupt: imprecise exception......<*>,5,0.25,"[""program interrupt: imprecise exception......0"", ""program interrupt: imprecise exception......0"", ""program interrupt: imprecise exception......0""]",0,low,6,
Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*>.<*> volt rail is OK. The <*>.<*> volt rail is OK.,5,0.25,"[""Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK."", ""Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK."", ""Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.""]",1,medium,1,
"Error receiving packet on tree network, expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>",5,0.25,"[""Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=0064588e 8aff0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007"", ""Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00589370 90990003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007"", ""Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00ce22e8 e6200003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007""]",2,low,2,
auxiliary processor.........................<*>,5,0.25,"[""auxiliary processor.........................0"", ""auxiliary processor.........................0"", ""auxiliary processor.........................0""]",0,low,0,
data address space................<*>,5,0.25,"[""data address space................0"", ""data address space................0"", ""data address space................0""]",0,low,0,
Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>,5,0.25,"[""Ido chip status changed: FF:F2:9F:16:E2:23:00:0D:60:E9:1D:DC ip=10.0.0.151 v=9 t=4 status=M Fri Jul 01 08:16:53 PDT 2005"", ""Ido chip status changed: FF:F2:9F:16:EB:27:00:0D:60:E9:14:D8 ip=10.0.2.192 v=13 t=4 status=M Thu Aug 04 15:29:45 PDT 2005"", ""Ido chip status changed: FF:F2:9F:15:7E:6E:00:0D:60:EA:81:91 ip=10.0.1.155 v=13 t=1 status=M Thu Aug 04 15:31:25 PDT 2005""]",0,low,0,
floating pt ex mode <*> enable......<*>,5,0.25,"[""floating pt ex mode 0 enable......0"", ""floating pt ex mode 1 enable......0"", ""floating pt ex mode 0 enable......0""]",0,low,0,
program interrupt: privileged instruction...<*>,5,0.25,"[""program interrupt: privileged instruction...0"", ""program interrupt: privileged instruction...0"", ""program interrupt: privileged instruction...0""]",0,low,1,
machine check: i-fetch......................<*>,5,0.25,"[""machine check: i-fetch......................0"", ""machine check: i-fetch......................0"", ""machine check: i-fetch......................0""]",1,low,1,
data store interrupt caused by icbi.........<*>,5,0.25,"[""data store interrupt caused by icbi.........0"", ""data store interrupt caused by icbi.........0"", ""data store interrupt caused by icbi.........0""]",0,low,0,
data store interrupt caused by dcbf.........<*>,5,0.25,"[""data store interrupt caused by dcbf.........0"", ""data store interrupt caused by dcbf.........0"", ""data store interrupt caused by dcbf.........0""]",0,low,0,
program interrupt: fp cr field .............<*>,4,0.2,"[""program interrupt: fp cr field .............0"", ""program interrupt: fp cr field .............0"", ""program interrupt: fp cr field .............0""]",0,low,0,
floating point instr. enabled.....<*>,4,0.2,"[""floating point instr. enabled.....1"", ""floating point instr. enabled.....1"", ""floating point instr. enabled.....1""]",0,low,0,
machine state register: <*>,4,0.2,"[""machine state register: 0x00002000"", ""machine state register: 0x00002000"", ""machine state register: 0x00002000""]",2,low,2,
total of <*> ddr error(s) detected and corrected over <*> seconds,4,0.2,"[""total of 1 ddr error(s) detected and corrected over 2487 seconds"", ""total of 5 ddr error(s) detected and corrected over 9108 seconds"", ""total of 20 ddr error(s) detected and corrected over 22070 seconds""]",2,low,2,
"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection reset by peer",4,0.2,"[""ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52839, Connection reset by peer"", ""ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52930, Connection reset by peer"", ""ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53387, Connection reset by peer""]",1,high,1,Auto-labeled (high confidence)
<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected,3,0.15,"[""1 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected"", ""4 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected"", ""16 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected""]",2,low,2,
program interrupt,3,0.15,"[""program interrupt"", ""program interrupt"", ""program interrupt""]",0,low,0,
ciod: failed to read message prefix on control stream (CioStream socket to <*>:<*>,3,0.15,"[""ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:33569"", ""ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:33370"", ""ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:51706""]",1,medium,1,
"problem state (<*>=sup,<*>=usr).......<*>",3,0.15,"[""problem state (0=sup,1=usr).......0"", ""problem state (0=sup,1=usr).......0"", ""problem state (0=sup,1=usr).......0""]",2,low,2,
disable store gathering..................<*>,3,0.15,"[""disable store gathering..................0"", ""disable store gathering..................0"", ""disable store gathering..................0""]",0,low,0,
New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>,3,0.15,"[""New ido chip inserted into the database: FF:F2:9F:15:1F:72:00:0D:60:EA:E0:8D ip=10.7.0.13 v=9 t=2"", ""New ido chip inserted into the database: FF:F2:9F:16:BF:6C:00:0D:60:E9:40:93 ip=10.5.0.46 v=13 t=4"", ""New ido chip inserted into the database: FF:F2:9F:16:C4:C2:00:0D:60:E9:3B:3D ip=10.2.1.37 v=13 t=4""]",0,low,0,
ciod: pollControlDescriptors: Detected the debugger died.,3,0.15,"[""ciod: pollControlDescriptors: Detected the debugger died."", ""ciod: pollControlDescriptors: Detected the debugger died."", ""ciod: pollControlDescriptors: Detected the debugger died.""]",0,low,0,
<*> torus sender z- retransmission error(s) (dcr <*>) detected and corrected over <*> seconds,2,0.1,"[""18507114 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 198 seconds"", ""26741629 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 268 seconds""]",2,low,2,
"critical input interrupt (unit=<*> bit=<*>): warning for torus z+ wire, suppressing further interrupts of same type",2,0.1,"[""critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type"", ""critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type""]",0,low,0,
store operation.............................<*>,2,0.1,"[""store operation.............................1"", ""store operation.............................1""]",0,low,0,
byte ordering exception.....................<*>,2,0.1,"[""byte ordering exception.....................0"", ""byte ordering exception.....................0""]",0,low,0,
guaranteed instruction cache block touch.<*>,2,0.1,"[""guaranteed instruction cache block touch.0"", ""guaranteed instruction cache block touch.0""]",0,low,0,
force load/store alignment...............<*>,2,0.1,"[""force load/store alignment...............0"", ""force load/store alignment...............0""]",0,low,0,
<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected over <*> seconds,2,0.1,"[""13 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 4562 seconds"", ""1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 244 seconds""]",2,low,2,
"NFS Mount failed on bglio<*>, slept <*> seconds, retrying (<*>)",2,0.1,"[""NFS Mount failed on bglio716, slept 15 seconds, retrying (1)"", ""NFS Mount failed on bglio91, slept 15 seconds, retrying (1)""]",1,low,1,
Lustre mount FAILED : bglio<*> : block_id : location,2,0.1,"[""Lustre mount FAILED : bglio78 : block_id : location"", ""Lustre mount FAILED : bglio617 : block_id : location""]",1,low,1,
"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection timed out",2,0.1,"[""ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41554, Connection timed out"", ""ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41060, Connection timed out""]",1,high,1,Auto-labeled (high confidence)
suppressing further interrupts of same type,2,0.1,"[""suppressing further interrupts of same type"", ""suppressing further interrupts of same type""]",0,low,0,
ciod: Missing or invalid fields on line <*> of node map file /<*>,2,0.1,"[""ciod: Missing or invalid fields on line 1 of node map file /home/auselton/bgl/64mps.sequential.mapfile"", ""ciod: Missing or invalid fields on line 1 of node map file /home/auselton/bgl/mapfiles/bgl.128mps.f64.map""]",1,low,1,
rts panic! - stopping execution,2,0.1,"[""rts panic! - stopping execution"", ""rts panic! - stopping execution""]",0,low,0,
debug wait enable.................<*>,2,0.1,"[""debug wait enable.................0"", ""debug wait enable.................0""]",0,low,0,
machine check enable..............<*>,2,0.1,"[""machine check enable..............0"", ""machine check enable..............0""]",1,low,1,
icache prefetch threshold................<*>,2,0.1,"[""icache prefetch threshold................0"", ""icache prefetch threshold................0""]",0,low,0,
program interrupt: unimplemented operation..<*>,2,0.1,"[""program interrupt: unimplemented operation..0"", ""program interrupt: unimplemented operation..0""]",0,low,0,
<*> torus receiver z+ input pipe error(s) (dcr <*>) detected and corrected,2,0.1,"[""1 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected"", ""5 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected""]",2,low,2,
lr:<*> cr:<*> xer:<*> ctr:<*>,1,0.05,"[""lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000""]",0,low,0,
special purpose registers:,1,0.05,"[""special purpose registers:""]",0,low,0,
rts internal error,1,0.05,"[""rts internal error""]",2,low,2,
critical input interrupt enable...<*>,1,0.05,"[""critical input interrupt enable...0""]",0,low,0,
debug interrupt enable............<*>,1,0.05,"[""debug interrupt enable............0""]",0,low,0,
program interrupt: fp cr update.............<*>,1,0.05,"[""program interrupt: fp cr update.............0""]",0,low,0,
guaranteed data cache block touch........<*>,1,0.05,"[""guaranteed data cache block touch........1""]",0,low,0,
icache prefetch depth....................<*>,1,0.05,"[""icache prefetch depth....................0""]",0,low,0,
ciod: Message code <*> is not <*> or <*>,1,0.05,"[""ciod: Message code 0 is not 51 or 4294967295""]",1,low,1,
ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,1,0.05,"[""ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff""]",1,low,1,
program interrupt: trap instruction.........<*>,1,0.05,"[""program interrupt: trap instruction.........0""]",0,low,0,
instruction address space.........<*>,1,0.05,"[""instruction address space.........0""]",0,low,0,
ciod: Error creating node map from file <*>: Bad file descriptor,1,0.05,"[""ciod: Error creating node map from file /p/gb2/welcome3/32k_128x256x1_8x4x4.map: Bad file descriptor""]",2,low,2,
ciod: Error creating node map from file <*>: No child processes,1,0.05,"[""ciod: Error creating node map from file /p/gb2/cabot/miranda/newmaps/8k_128x64x1_8x4x4.map: No child processes""]",2,medium,2,
wait state enable.................<*>,1,0.05,"[""wait state enable.................0""]",2,low,2,
rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>,1,0.05,"[""rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007""]",1,low,1,
<*> torus receiver x+ input pipe error(s) (dcr <*>) detected and corrected,1,0.05,"[""1 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected""]",2,low,2,
rts tree/torus link training failed: wanted: <*> got: <*>,1,0.05,"[""rts tree/torus link training failed: wanted: B C X+ X- Y+ Y- Z+ Z- got: B C X- Y- Z+ Z-""]",1,low,1,
<*> torus receiver y+ input pipe error(s) (dcr <*>) detected and corrected,1,0.05,"[""1 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected""]",2,low,2,
"ciod: In packet from node <*>.<*> (<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1,0.05,"[""ciod: In packet from node 91.0 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)""]",1,low,1,
"rts: kernel terminated for reason <*>: bad message header: invalid cpu, type=<*>, cpu=<*>, index=<*>, total=<*>",1,0.05,"[""rts: kernel terminated for reason 1001rts: bad message header: invalid cpu, type=42315, cpu=105, index=1207960804, total=2691015""]",1,high,1,Auto-labeled (high confidence)
ciod: Z coordinate <*> exceeds physical dimension <*> at line <*> of node map file /<*>,1,0.05,"[""ciod: Z coordinate 32 exceeds physical dimension 32 at line 33 of node map file /p/gb2/pakin1/contention-32768cpes-torus/xyzt-1x1x32768x1.map""]",0,low,0,
ciod: Error creating node map from file <*>: Permission denied,1,0.05,"[""ciod: Error creating node map from file /home/pakin1/sweep3d-2.2b/results/random1-8x32x32x2.map: Permission denied""]",2,low,2,
ciod: Error creating node map from file <*>: Block device required,1,0.05,"[""ciod: Error creating node map from file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-xyzt/xyzt.map: Block device required""]",2,low,2,
ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file /<*>,1,0.05,"[""ciod: duplicate canonical-rank 31 to logical-rank 0 mapping at line 3 of node map file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-sweep/sweep.map""]",1,low,1,
NodeCard is not fully functional,1,0.05,"[""NodeCard is not fully functional""]",0,low,0,
"Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*>.<*> volt rail is OK. The <*>.<*> volt rail is OK.",1,0.05,"[""Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.""]",1,medium,1,
"PrepareForService shutting down NodeCard(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",1,0.05,"[""PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310""]",5,low,5,
critical input interrupt (unit=<*> bit=<*>): warning for torus y+ wire,1,0.05,"[""critical input interrupt (unit=0x0b bit=0x06): warning for torus y+ wire""]",0,low,0,
r24=<*> r25=<*> r26=<*> r27=<*>,1,0.05,"[""r24=0x0ffea4c8 r25=0x00000003 r26=0x0000000f r27=0xffffd000""]",0,low,0,
