LineId,Date,Day,Time,Component,Pid,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,Month,Level,PID
23,Dec,10.0,07:11:42,LabSZ,24224.0,input_userauth_request: invalid user chen [preauth],E12,input_userauth_request: invalid user <*> [preauth],1,security_anomaly,OpenSSH_2k,,,
24,Dec,10.0,07:11:42,LabSZ,24224.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
25,Dec,10.0,07:11:42,LabSZ,24224.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=202.100.179.208,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,1,security_anomaly,OpenSSH_2k,,,
26,Dec,10.0,07:11:44,LabSZ,24224.0,Failed password for invalid user chen from 202.100.179.208 port 32484 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
27,Dec,10.0,07:11:44,LabSZ,24224.0,Received disconnect from 202.100.179.208: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
28,Dec,10.0,07:13:31,LabSZ,24227.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.36.59.76.dynamic-dsl-ip.omantel.net.om  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
29,Dec,10.0,07:13:43,LabSZ,24227.0,Failed password for root from 5.36.59.76 port 42393 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
30,Dec,10.0,07:13:56,LabSZ,24227.0,message repeated 5 times: [ Failed password for root from 5.36.59.76 port 42393 ssh2],E14,message repeated <*> times: [ Failed password for root from <*> port <*>],1,security_anomaly,OpenSSH_2k,,,
31,Dec,10.0,07:13:56,LabSZ,24227.0,Disconnecting: Too many authentication failures for root [preauth],E5,Disconnecting: Too many authentication failures for root [preauth],1,security_anomaly,OpenSSH_2k,,,
32,Dec,10.0,07:13:56,LabSZ,24227.0,PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.36.59.76.dynamic-dsl-ip.omantel.net.om  user=root,E17,PAM <*> more authentication failures; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>  user=root,1,security_anomaly,OpenSSH_2k,,,
33,Dec,10.0,07:13:56,LabSZ,24227.0,PAM service(sshd) ignoring max retries; 6 > 3,E18,PAM service(sshd) ignoring max retries; <*> > <*>,0,normal,OpenSSH_2k,,,
34,Dec,10.0,07:27:50,LabSZ,24235.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
35,Dec,10.0,07:27:52,LabSZ,24235.0,Failed password for root from 112.95.230.3 port 45378 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
36,Dec,10.0,07:27:52,LabSZ,24235.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
37,Dec,10.0,07:27:53,LabSZ,24237.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
38,Dec,10.0,07:27:55,LabSZ,24237.0,Failed password for root from 112.95.230.3 port 47068 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
39,Dec,10.0,07:27:55,LabSZ,24237.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
40,Dec,10.0,07:27:55,LabSZ,24239.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
41,Dec,10.0,07:27:58,LabSZ,24239.0,Failed password for root from 112.95.230.3 port 49188 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
42,Dec,10.0,07:27:58,LabSZ,24239.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
43,Dec,10.0,07:27:58,LabSZ,24241.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
44,Dec,10.0,07:28:00,LabSZ,24241.0,Failed password for root from 112.95.230.3 port 50999 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
45,Dec,10.0,07:28:00,LabSZ,24241.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
46,Dec,10.0,07:28:01,LabSZ,24243.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
47,Dec,10.0,07:28:03,LabSZ,24243.0,Failed password for root from 112.95.230.3 port 52660 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
48,Dec,10.0,07:28:03,LabSZ,24243.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
49,Dec,10.0,07:28:03,LabSZ,24245.0,Invalid user pgadmin from 112.95.230.3,E13,Invalid user <*> from <*>,1,security_anomaly,OpenSSH_2k,,,
50,Dec,10.0,07:28:03,LabSZ,24245.0,input_userauth_request: invalid user pgadmin [preauth],E12,input_userauth_request: invalid user <*> [preauth],1,security_anomaly,OpenSSH_2k,,,
51,Dec,10.0,07:28:03,LabSZ,24245.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
52,Dec,10.0,07:28:03,LabSZ,24245.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,1,security_anomaly,OpenSSH_2k,,,
53,Dec,10.0,07:28:05,LabSZ,24245.0,Failed password for invalid user pgadmin from 112.95.230.3 port 54087 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
54,Dec,10.0,07:28:05,LabSZ,24245.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
55,Dec,10.0,07:28:06,LabSZ,24247.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
56,Dec,10.0,07:28:08,LabSZ,24247.0,Failed password for root from 112.95.230.3 port 55618 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
57,Dec,10.0,07:28:08,LabSZ,24247.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
58,Dec,10.0,07:28:08,LabSZ,24249.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
59,Dec,10.0,07:28:10,LabSZ,24249.0,Failed password for root from 112.95.230.3 port 57138 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
60,Dec,10.0,07:28:10,LabSZ,24249.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
61,Dec,10.0,07:28:10,LabSZ,24251.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
62,Dec,10.0,07:28:12,LabSZ,24251.0,Failed password for root from 112.95.230.3 port 58304 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
63,Dec,10.0,07:28:12,LabSZ,24251.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
64,Dec,10.0,07:28:12,LabSZ,24253.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
65,Dec,10.0,07:28:14,LabSZ,24253.0,Failed password for root from 112.95.230.3 port 59849 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
66,Dec,10.0,07:28:14,LabSZ,24253.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
67,Dec,10.0,07:28:14,LabSZ,24255.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
68,Dec,10.0,07:28:16,LabSZ,24255.0,Failed password for root from 112.95.230.3 port 32977 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
69,Dec,10.0,07:28:16,LabSZ,24255.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
70,Dec,10.0,07:28:16,LabSZ,24257.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
71,Dec,10.0,07:28:18,LabSZ,24257.0,Failed password for root from 112.95.230.3 port 35113 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
72,Dec,10.0,07:28:18,LabSZ,24257.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
73,Dec,10.0,07:28:19,LabSZ,24259.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
74,Dec,10.0,07:28:21,LabSZ,24259.0,Failed password for root from 112.95.230.3 port 37035 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
75,Dec,10.0,07:28:21,LabSZ,24259.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
76,Dec,10.0,07:28:21,LabSZ,24261.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
77,Dec,10.0,07:28:23,LabSZ,24261.0,Failed password for root from 112.95.230.3 port 39041 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
78,Dec,10.0,07:28:23,LabSZ,24261.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
79,Dec,10.0,07:28:23,LabSZ,24263.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
80,Dec,10.0,07:28:25,LabSZ,24263.0,Failed password for root from 112.95.230.3 port 40388 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
81,Dec,10.0,07:28:25,LabSZ,24263.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
82,Dec,10.0,07:28:25,LabSZ,24265.0,Invalid user utsims from 112.95.230.3,E13,Invalid user <*> from <*>,1,security_anomaly,OpenSSH_2k,,,
83,Dec,10.0,07:28:25,LabSZ,24265.0,input_userauth_request: invalid user utsims [preauth],E12,input_userauth_request: invalid user <*> [preauth],1,security_anomaly,OpenSSH_2k,,,
84,Dec,10.0,07:28:25,LabSZ,24265.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
85,Dec,10.0,07:28:25,LabSZ,24265.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,1,security_anomaly,OpenSSH_2k,,,
86,Dec,10.0,07:28:28,LabSZ,24265.0,Failed password for invalid user utsims from 112.95.230.3 port 41506 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
87,Dec,10.0,07:28:28,LabSZ,24265.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
88,Dec,10.0,07:28:28,LabSZ,24267.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
89,Dec,10.0,07:28:30,LabSZ,24267.0,Failed password for root from 112.95.230.3 port 42881 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
90,Dec,10.0,07:28:30,LabSZ,24267.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
91,Dec,10.0,07:28:31,LabSZ,24269.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
92,Dec,10.0,07:28:33,LabSZ,24269.0,Failed password for root from 112.95.230.3 port 43981 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
93,Dec,10.0,07:28:33,LabSZ,24269.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
94,Dec,10.0,07:28:33,LabSZ,24271.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
95,Dec,10.0,07:28:35,LabSZ,24271.0,Failed password for root from 112.95.230.3 port 44900 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
96,Dec,10.0,07:28:35,LabSZ,24271.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
97,Dec,10.0,07:28:35,LabSZ,24273.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
98,Dec,10.0,07:28:37,LabSZ,24273.0,Failed password for root from 112.95.230.3 port 45699 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
99,Dec,10.0,07:28:37,LabSZ,24273.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
100,Dec,10.0,07:28:37,LabSZ,24275.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
101,Dec,10.0,07:28:39,LabSZ,24275.0,Failed password for root from 112.95.230.3 port 46577 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
102,Dec,10.0,07:28:39,LabSZ,24275.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
103,Dec,10.0,07:28:40,LabSZ,24277.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
104,Dec,10.0,07:28:42,LabSZ,24277.0,Failed password for root from 112.95.230.3 port 47836 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
105,Dec,10.0,07:28:42,LabSZ,24277.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
106,Dec,10.0,07:28:42,LabSZ,24279.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
107,Dec,10.0,07:28:44,LabSZ,24279.0,Failed password for root from 112.95.230.3 port 49133 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
108,Dec,10.0,07:28:44,LabSZ,24279.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
109,Dec,10.0,07:28:45,LabSZ,24281.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
110,Dec,10.0,07:28:46,LabSZ,24281.0,Failed password for root from 112.95.230.3 port 50655 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
111,Dec,10.0,07:28:46,LabSZ,24281.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
112,Dec,10.0,07:28:47,LabSZ,24283.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
113,Dec,10.0,07:28:49,LabSZ,24283.0,Failed password for root from 112.95.230.3 port 51982 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
114,Dec,10.0,07:28:49,LabSZ,24283.0,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
115,Dec,10.0,07:28:49,LabSZ,24285.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
116,Dec,10.0,07:28:51,LabSZ,24285.0,Failed password for root from 112.95.230.3 port 53584 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
