template,count,percentage,samples,suggested,confidence,label,notes
flush sensor data,17,0.8500000000000001,"[""flush sensor data"", ""flush sensor data"", ""flush sensor data""]",0,high,0,Auto-labeled (high confidence)
onReceive action: android.intent.action.SCREEN_OFF,17,0.8500000000000001,"[""onReceive action: android.intent.action.SCREEN_OFF"", ""onReceive action: android.intent.action.SCREEN_OFF"", ""onReceive action: android.intent.action.SCREEN_OFF""]",0,high,0,Auto-labeled (high confidence)
"new date =<*>, type=<*>,<*>.<*>,old=<*>.<*>",17,0.8500000000000001,"[""new date =20171223, type=40002,7163.0,old=6983.0"", ""new date =20171223, type=40003,153367.0,old=210654.54000000004"", ""new date =20171223, type=40005,240.0,old=330.0""]",0,high,0,Auto-labeled (high confidence)
getBinderPackageName packageName = com.huawei.health,8,0.4,"[""getBinderPackageName packageName = com.huawei.health"", ""getBinderPackageName packageName = com.huawei.health"", ""getBinderPackageName packageName = com.huawei.health""]",0,high,0,Auto-labeled (high confidence)
getTodaySportData mStepsRecordManager=<*>,6,0.3,"[""getTodaySportData mStepsRecordManager=com.huawei.health.g.c@8a2a501"", ""getTodaySportData mStepsRecordManager=com.huawei.health.g.c@8a2a501"", ""getTodaySportData mStepsRecordManager=com.huawei.health.g.c@8a2a501""]",0,high,0,Auto-labeled (high confidence)
"initUserPrivacy the userPrivacy switch is open, start push user data!",5,0.25,"[""initUserPrivacy the userPrivacy switch is open, start push user data!"", ""initUserPrivacy the userPrivacy switch is open, start push user data!"", ""initUserPrivacy the userPrivacy switch is open, start push user data!""]",0,high,0,Auto-labeled (high confidence)
initDataPrivacy the dataPrivacy is true,5,0.25,"[""initDataPrivacy the dataPrivacy is true"", ""initDataPrivacy the dataPrivacy is true"", ""initDataPrivacy the dataPrivacy is true""]",0,high,0,Auto-labeled (high confidence)
"initDataPrivacy the dataPrivacy switch is open, start push health data!",5,0.25,"[""initDataPrivacy the dataPrivacy switch is open, start push health data!"", ""initDataPrivacy the dataPrivacy switch is open, start push health data!"", ""initDataPrivacy the dataPrivacy switch is open, start push health data!""]",0,high,0,Auto-labeled (high confidence)
"upLoadOneMinuteDataToEngine time=<*>,<*>,<*>,<*>,<*>",5,0.25,"[""upLoadOneMinuteDataToEngine time=25233975,0,93,0,20002"", ""upLoadOneMinuteDataToEngine time=25233976,0,1,0,20002"", ""upLoadOneMinuteDataToEngine time=25233977,0,55,0,20002""]",0,high,0,Auto-labeled (high confidence)
"startSync hiSyncOption = HiSyncOption{syncAction=<*>, syncMethod=<*>, syncScope=<*>, syncDataType=<*>, syncModel=<*>, pushAction=<*>},app = <*> who = <*>",5,0.25,"[""startSync hiSyncOption = HiSyncOption{syncAction=2, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1"", ""startSync hiSyncOption = HiSyncOption{syncAction=2, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1"", ""startSync hiSyncOption = HiSyncOption{syncAction=1, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1""]",0,high,0,Auto-labeled (high confidence)
sendSyncFailedBroadcast,5,0.25,"[""sendSyncFailedBroadcast"", ""sendSyncFailedBroadcast"", ""sendSyncFailedBroadcast""]",0,medium,4,
initUserPrivacy the userPrivacy is true,5,0.25,"[""initUserPrivacy the userPrivacy is true"", ""initUserPrivacy the userPrivacy is true"", ""initUserPrivacy the userPrivacy is true""]",0,high,0,Auto-labeled (high confidence)
"timeStamp back,extendReportTimeStamp=<*>",5,0.25,"[""timeStamp back,extendReportTimeStamp=1514039575000"", ""timeStamp back,extendReportTimeStamp=1514039977000"", ""timeStamp back,extendReportTimeStamp=1514040836000""]",0,high,0,Auto-labeled (high confidence)
ifCanSync not! no cloud version,5,0.25,"[""ifCanSync not! no cloud version"", ""ifCanSync not! no cloud version"", ""ifCanSync not! no cloud version""]",0,high,4,Auto-labeled (high confidence)
needAutoSync autoSyncSwitch is open,5,0.25,"[""needAutoSync autoSyncSwitch is open"", ""needAutoSync autoSyncSwitch is open"", ""needAutoSync autoSyncSwitch is open""]",0,high,0,Auto-labeled (high confidence)
"saveStatData() type =<*>,time = <*>,statClient = <*>,who is <*>",4,0.2,"[""saveStatData() type =40002,time = 1513958400000,statClient = 2,who is 1"", ""saveStatData() type =40003,time = 1513958400000,statClient = 2,who is 1"", ""saveStatData() type =40005,time = 1513958400000,statClient = 2,who is 1""]",0,high,0,Auto-labeled (high confidence)
stepSyncOrNot appSynTimes is <*>,3,0.15,"[""stepSyncOrNot appSynTimes is 0"", ""stepSyncOrNot appSynTimes is 0"", ""stepSyncOrNot appSynTimes is 0""]",0,high,0,Auto-labeled (high confidence)
startTimer start autoSync,3,0.15,"[""startTimer start autoSync"", ""startTimer start autoSync"", ""startTimer start autoSync""]",0,high,0,Auto-labeled (high confidence)
checkInsertStatus stepSum or calorieSum is enough,2,0.1,"[""checkInsertStatus stepSum or calorieSum is enough"", ""checkInsertStatus stepSum or calorieSum is enough""]",0,low,0,
"startInsertSportSync start auto sync,app is <*>",2,0.1,"[""startInsertSportSync start auto sync,app is 1"", ""startInsertSportSync start auto sync,app is 1""]",0,high,0,Auto-labeled (high confidence)
"stepSyncOrNot appSynTimes is <*>, statsyncTimes is <*>",2,0.1,"[""stepSyncOrNot appSynTimes is 0, statsyncTimes is 0"", ""stepSyncOrNot appSynTimes is 0, statsyncTimes is 0""]",0,high,0,Auto-labeled (high confidence)
"checkFirstSyncByType no such data in db ,type is <*> deviceCode is <*>",2,0.1,"[""checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0"", ""checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0""]",0,high,0,Auto-labeled (high confidence)
startListenerChange subscribeList = [<*>],2,0.1,"[""startListenerChange subscribeList = [1]"", ""startListenerChange subscribeList = [1]""]",0,high,0,Auto-labeled (high confidence)
checkInsertStatus stepStatSum or calorieStatSum is enough,2,0.1,"[""checkInsertStatus stepStatSum or calorieStatSum is enough"", ""checkInsertStatus stepStatSum or calorieStatSum is enough""]",0,low,0,
insertHiHealthData() end totalTime = <*>,2,0.1,"[""insertHiHealthData() end totalTime = 45"", ""insertHiHealthData() end totalTime = 94""]",1,high,0,Auto-labeled (high confidence)
getDiffTotalSteps= <*>##<*>,2,0.1,"["" getDiffTotalSteps= 1513958400215##0"", "" getDiffTotalSteps= 1514044800231##0""]",0,high,0,Auto-labeled (high confidence)
"startInsertSportSync first <*> steps sync,do all sync",2,0.1,"[""startInsertSportSync first 500 steps sync,do all sync"", ""startInsertSportSync first 500 steps sync,do all sync""]",0,high,0,Auto-labeled (high confidence)
"bulkSaveDetailHiHealthData() size = <*>,totalTime = <*>",2,0.1,"[""bulkSaveDetailHiHealthData() size = 4,totalTime = 30"", ""bulkSaveDetailHiHealthData() size = 20,totalTime = 34""]",0,high,0,Auto-labeled (high confidence)
"insertHiHealthData() size = <*>,app = <*>,One Data Type = <*>,packageName = <*>,writeStatType = <*>",2,0.1,"[""insertHiHealthData() size = 4,app = 1,One Data Type = 40002,packageName = com.huawei.health,writeStatType = 0"", ""insertHiHealthData() size = 20,app = 1,One Data Type = 2,packageName = com.huawei.health,writeStatType = 0""]",0,high,0,Auto-labeled (high confidence)
"saveHealthDetailData() saveOneDetailData fail hiHealthData = <*>,type = <*>",2,0.1,"[""saveHealthDetailData() saveOneDetailData fail hiHealthData = 1513958400000,type = 40003"", ""saveHealthDetailData() saveOneDetailData fail hiHealthData = 1513958400000,type = 40005""]",0,high,0,Auto-labeled (high confidence)
"getAppContext() isAppValid health or wear, packageName = <*>",2,0.1,"[""getAppContext() isAppValid health or wear, packageName = com.huawei.health"", ""getAppContext() isAppValid health or wear, packageName = com.huawei.health""]",0,high,0,Auto-labeled (high confidence)
insertHiHealthData() checkAppType  <*> appID = <*>,2,0.1,"[""insertHiHealthData() checkAppType  0 appID = 1"", ""insertHiHealthData() checkAppType  0 appID = 1""]",0,high,0,Auto-labeled (high confidence)
"saveHealthDetailData() deviceID = <*>,clientID=<*>,id=<*>",2,0.1,"[""saveHealthDetailData() deviceID = 2,clientID=1,id=1"", ""saveHealthDetailData() deviceID = 2,clientID=1,id=1""]",0,high,0,Auto-labeled (high confidence)
getTodayBasicStandardSteps= <*>##<*>##<*>,2,0.1,"["" getTodayBasicStandardSteps= 1514018661124##0##3428"", "" getTodayBasicStandardSteps= 1514044800223##3786##0""]",0,high,0,Auto-labeled (high confidence)
"insertHiHealthData() bulkSaveDetailHiHealthData fail errorCode = <*>,errorMessage = ERR_DATA_INSERT",1,0.05,"[""insertHiHealthData() bulkSaveDetailHiHealthData fail errorCode = 4,errorMessage = ERR_DATA_INSERT""]",0,high,0,Auto-labeled (high confidence)
uploadStaticsToDB failed message=true,1,0.05,"[""uploadStaticsToDB failed message=true""]",0,high,0,Auto-labeled (high confidence)
Alarm uploadStaticsToDB totalSteps=<*>:<*>:<*>:<*>,1,0.05,"[""Alarm uploadStaticsToDB totalSteps=7163Calories:153367Floor:240Distance:5112""]",0,high,0,Auto-labeled (high confidence)
isScreenOn true,1,0.05,"[""isScreenOn true""]",0,high,0,Auto-labeled (high confidence)
writeDataToDB size <*>,1,0.05,"[""writeDataToDB size 327""]",0,high,0,Auto-labeled (high confidence)
"screen status unknown,think screen on",1,0.05,"[""screen status unknown,think screen on""]",0,high,0,Auto-labeled (high confidence)
flushTempCacheToDB by stand,1,0.05,"[""flushTempCacheToDB by stand""]",1,low,0,
uploadStaticsToDB() onResult  type = <*> obj=true,1,0.05,"[""uploadStaticsToDB() onResult  type = 4 obj=true""]",0,high,0,Auto-labeled (high confidence)
setWriteDBLastDataMinute=<*>,1,0.05,"[""setWriteDBLastDataMinute=25233979""]",0,high,0,Auto-labeled (high confidence)
setWriteDBLastDataMinute success,1,0.05,"[""setWriteDBLastDataMinute success""]",0,high,0,Auto-labeled (high confidence)
InsertCallBack() onSuccess  type = <*> data=true,1,0.05,"[""InsertCallBack() onSuccess  type = 0 data=true""]",0,high,0,Auto-labeled (high confidence)
flush2DB result success,1,0.05,"[""flush2DB result success""]",0,high,0,Auto-labeled (high confidence)
theDayChanged <*>,1,0.05,"[""theDayChanged 1514044800216""]",0,high,0,Auto-labeled (high confidence)
InsertEvent success begin:<*> end:<*>,1,0.05,"[""InsertEvent success begin:25233975 end:25233979""]",0,high,0,Auto-labeled (high confidence)
"saveRealTimeHealthDatasStat() size = <*>,totalTime = <*>",1,0.05,"[""saveRealTimeHealthDatasStat() size = 1,totalTime = 48""]",0,high,0,Auto-labeled (high confidence)
getStepCounterStatus,1,0.05,"[""getStepCounterStatus""]",0,medium,0,
initEnviroument,1,0.05,"[""initEnviroument""]",0,medium,0,
getStepCounterStatus= true,1,0.05,"["" getStepCounterStatus= true""]",0,high,0,Auto-labeled (high confidence)
reStartStepCounter,1,0.05,"[""reStartStepCounter""]",0,medium,0,
clear(),1,0.05,"[""clear()""]",0,high,0,Auto-labeled (high confidence)
registersensorsuccess: true,1,0.05,"[""registersensorsuccess: true""]",0,high,0,Auto-labeled (high confidence)
tryToRecordAsBasicStepData bWrite true,1,0.05,"[""tryToRecordAsBasicStepData bWrite true""]",0,high,0,Auto-labeled (high confidence)
setBasicStandardSteps basicStandardStep=<*> restartSteps=<*>,1,0.05,"[""setBasicStandardSteps basicStandardStep=3786 restartSteps=0""]",0,high,0,Auto-labeled (high confidence)
setDiffTotalSteps=<*>,1,0.05,"[""setDiffTotalSteps=0""]",0,high,0,Auto-labeled (high confidence)
tryToReloadTodayBasicSteps<*>|<*>|<*>|<*>,1,0.05,"[""tryToReloadTodayBasicSteps1514044800223|3786|0|0""]",0,high,0,Auto-labeled (high confidence)
reload : <*> restar <*>,1,0.05,"[""reload : 3786 restar 0""]",0,high,0,Auto-labeled (high confidence)
next day:<*>,1,0.05,"[""next day:steps0mLastReport7214""]",1,high,1,Auto-labeled (high confidence)
setGoalNotifiShownRecord <*> false,1,0.05,"[""setGoalNotifiShownRecord 1514044800237 false""]",0,high,0,Auto-labeled (high confidence)
closeNotification...,1,0.05,"[""closeNotification...""]",0,medium,0,
deleteHealthNotification(),1,0.05,"[""deleteHealthNotification()""]",0,medium,0,
"checkCurrentDay a new day comes , reset basicSyncCondition, currentDay is <*> oldDay is <*>",1,0.05,"[""checkCurrentDay a new day comes , reset basicSyncCondition, currentDay is 20171224 oldDay is 20171223""]",0,high,0,Auto-labeled (high confidence)
