LineId,Time,Level,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized
21,Sun Dec 04 04:52:05 2005,notice,jk2_init() Found child 6737 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:52:05.000
22,Sun Dec 04 04:52:12 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:52:12.000
23,Sun Dec 04 04:52:12 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:52:12.000
24,Sun Dec 04 04:52:12 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:52:12.000
25,Sun Dec 04 04:52:15 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:52:15.000
26,Sun Dec 04 04:52:15 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:52:15.000
27,Sun Dec 04 04:52:15 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:52:15.000
28,Sun Dec 04 04:52:36 2005,notice,jk2_init() Found child 6748 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:52:36.000
29,Sun Dec 04 04:52:36 2005,notice,jk2_init() Found child 6744 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:52:36.000
30,Sun Dec 04 04:52:36 2005,notice,jk2_init() Found child 6745 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:52:36.000
31,Sun Dec 04 04:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:52:49.000
32,Sun Dec 04 04:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:52:49.000
33,Sun Dec 04 04:52:52 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:52:52.000
34,Sun Dec 04 04:52:52 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:52:52.000
35,Sun Dec 04 04:53:05 2005,notice,jk2_init() Found child 6750 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:53:05.000
36,Sun Dec 04 04:53:05 2005,notice,jk2_init() Found child 6751 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:53:05.000
37,Sun Dec 04 04:53:05 2005,notice,jk2_init() Found child 6752 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:53:05.000
38,Sun Dec 04 04:53:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:53:15.000
39,Sun Dec 04 04:53:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:53:15.000
40,Sun Dec 04 04:53:16 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:53:16.000
41,Sun Dec 04 04:53:16 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:53:16.000
42,Sun Dec 04 04:53:29 2005,notice,jk2_init() Found child 6754 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:53:29.000
43,Sun Dec 04 04:53:29 2005,notice,jk2_init() Found child 6755 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:53:29.000
44,Sun Dec 04 04:53:40 2005,notice,jk2_init() Found child 6756 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:53:40.000
45,Sun Dec 04 04:53:51 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:53:51.000
46,Sun Dec 04 04:53:54 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:53:54.000
47,Sun Dec 04 04:54:15 2005,notice,jk2_init() Found child 6763 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:54:15.000
48,Sun Dec 04 04:54:15 2005,notice,jk2_init() Found child 6766 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:54:15.000
49,Sun Dec 04 04:54:15 2005,notice,jk2_init() Found child 6767 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:54:15.000
50,Sun Dec 04 04:54:15 2005,notice,jk2_init() Found child 6765 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:54:15.000
51,Sun Dec 04 04:54:18 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:54:18.000
52,Sun Dec 04 04:54:18 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:54:18.000
53,Sun Dec 04 04:54:18 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:54:18.000
54,Sun Dec 04 04:54:18 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:54:18.000
55,Sun Dec 04 04:54:18 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:54:18.000
56,Sun Dec 04 04:54:18 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:54:18.000
57,Sun Dec 04 04:54:18 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:54:18.000
58,Sun Dec 04 04:54:18 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:54:18.000
59,Sun Dec 04 04:54:20 2005,notice,jk2_init() Found child 6768 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:54:20.000
60,Sun Dec 04 04:54:20 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:54:20.000
61,Sun Dec 04 04:54:20 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:54:20.000
62,Sun Dec 04 04:56:52 2005,notice,jk2_init() Found child 8527 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:56:52.000
63,Sun Dec 04 04:56:52 2005,notice,jk2_init() Found child 8533 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:56:52.000
64,Sun Dec 04 04:56:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:56:57.000
65,Sun Dec 04 04:56:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:56:57.000
66,Sun Dec 04 04:56:59 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:56:59.000
67,Sun Dec 04 04:57:00 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:57:00.000
68,Sun Dec 04 04:57:20 2005,notice,jk2_init() Found child 8536 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:57:20.000
69,Sun Dec 04 04:57:20 2005,notice,jk2_init() Found child 8539 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:57:20.000
70,Sun Dec 04 04:57:24 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:57:24.000
71,Sun Dec 04 04:57:24 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:57:24.000
72,Sun Dec 04 04:57:24 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:57:24.000
73,Sun Dec 04 04:57:24 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:57:24.000
74,Sun Dec 04 04:57:49 2005,notice,jk2_init() Found child 8541 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:57:49.000
75,Sun Dec 04 04:58:11 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:58:11.000
76,Sun Dec 04 04:58:18 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:58:18.000
77,Sun Dec 04 04:58:45 2005,notice,jk2_init() Found child 8547 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:58:45.000
78,Sun Dec 04 04:58:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:58:57.000
79,Sun Dec 04 04:58:58 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:58:58.000
80,Sun Dec 04 04:59:28 2005,notice,jk2_init() Found child 8554 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:59:28.000
81,Sun Dec 04 04:59:27 2005,notice,jk2_init() Found child 8553 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:59:27.000
82,Sun Dec 04 04:59:35 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:59:35.000
83,Sun Dec 04 04:59:35 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:59:35.000
84,Sun Dec 04 04:59:38 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:59:38.000
85,Sun Dec 04 04:59:38 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:59:38.000
86,Sun Dec 04 05:00:03 2005,notice,jk2_init() Found child 8560 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:00:03.000
87,Sun Dec 04 05:00:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 05:00:09.000
88,Sun Dec 04 05:00:09 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 05:00:09.000
89,Sun Dec 04 05:00:13 2005,notice,jk2_init() Found child 8565 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:00:13.000
90,Sun Dec 04 05:00:13 2005,notice,jk2_init() Found child 8573 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:00:13.000
91,Sun Dec 04 05:00:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 05:00:15.000
92,Sun Dec 04 05:00:15 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 05:00:15.000
93,Sun Dec 04 05:00:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 05:00:15.000
94,Sun Dec 04 05:00:15 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 05:00:15.000
95,Sun Dec 04 05:01:20 2005,notice,jk2_init() Found child 8584 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:01:20.000
96,Sun Dec 04 05:01:20 2005,notice,jk2_init() Found child 8587 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:01:20.000
97,Sun Dec 04 05:02:14 2005,notice,jk2_init() Found child 8603 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:02:14.000
98,Sun Dec 04 05:02:14 2005,notice,jk2_init() Found child 8605 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:02:14.000
99,Sun Dec 04 05:04:03 2005,notice,jk2_init() Found child 8764 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:04:03.000
100,Sun Dec 04 05:04:03 2005,notice,jk2_init() Found child 8765 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:04:03.000
101,Sun Dec 04 05:04:03 2005,notice,jk2_init() Found child 8763 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:04:03.000
102,Sun Dec 04 05:04:03 2005,notice,jk2_init() Found child 8744 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:04:03.000
103,Sun Dec 04 05:04:03 2005,notice,jk2_init() Found child 8743 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:04:03.000
104,Sun Dec 04 05:04:03 2005,notice,jk2_init() Found child 8738 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:04:03.000
105,Sun Dec 04 05:04:03 2005,notice,jk2_init() Found child 8766 in scoreboard slot 12,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:04:03.000
106,Sun Dec 04 05:04:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 05:04:04.000
107,Sun Dec 04 05:04:04 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 05:04:04.000
108,Sun Dec 04 05:04:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 05:04:04.000
109,Sun Dec 04 05:04:04 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 05:04:04.000
110,Sun Dec 04 05:04:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 05:04:04.000
111,Sun Dec 04 05:04:04 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 05:04:04.000
112,Sun Dec 04 05:04:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 05:04:04.000
113,Sun Dec 04 05:04:04 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 05:04:04.000
114,Sun Dec 04 05:04:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 05:04:04.000
115,Sun Dec 04 05:04:04 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 05:04:04.000
116,Sun Dec 04 05:04:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 05:04:04.000
117,Sun Dec 04 05:04:04 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 05:04:04.000
118,Sun Dec 04 05:04:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 05:04:04.000
119,Sun Dec 04 05:04:04 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 05:04:04.000
120,Sun Dec 04 05:11:51 2005,notice,jk2_init() Found child 25792 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:11:51.000
121,Sun Dec 04 05:12:07 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 05:12:07.000
122,Sun Dec 04 05:12:10 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 05:12:10.000
123,Sun Dec 04 05:12:26 2005,notice,jk2_init() Found child 25798 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:12:26.000
124,Sun Dec 04 05:12:26 2005,notice,jk2_init() Found child 25803 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:12:26.000
125,Sun Dec 04 05:12:28 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 05:12:28.000
126,Sun Dec 04 05:12:28 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 05:12:28.000
127,Sun Dec 04 05:12:28 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 05:12:28.000
128,Sun Dec 04 05:12:28 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 05:12:28.000
129,Sun Dec 04 05:12:30 2005,notice,jk2_init() Found child 25805 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:12:30.000
130,Sun Dec 04 05:12:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 05:12:30.000
131,Sun Dec 04 05:12:30 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 05:12:30.000
132,Sun Dec 04 05:15:09 2005,error,[client 222.166.160.184] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>,1,security_anomaly,Apache_2k,2005-12-04 05:15:09.000
133,Sun Dec 04 05:15:13 2005,notice,jk2_init() Found child 1000 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:15:13.000
134,Sun Dec 04 05:15:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 05:15:16.000
135,Sun Dec 04 05:15:16 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 05:15:16.000
136,Sun Dec 04 06:01:00 2005,notice,jk2_init() Found child 32347 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:01:00.000
137,Sun Dec 04 06:01:00 2005,notice,jk2_init() Found child 32348 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:01:00.000
138,Sun Dec 04 06:01:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 06:01:21.000
139,Sun Dec 04 06:01:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 06:01:21.000
140,Sun Dec 04 06:01:30 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 06:01:30.000
141,Sun Dec 04 06:01:42 2005,notice,jk2_init() Found child 32352 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:01:42.000
142,Sun Dec 04 06:01:42 2005,notice,jk2_init() Found child 32353 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:01:42.000
143,Sun Dec 04 06:01:42 2005,notice,jk2_init() Found child 32354 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:01:42.000
144,Sun Dec 04 06:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 06:02:01.000
145,Sun Dec 04 06:02:02 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 06:02:02.000
