LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
59,2015-10-18,"18:01:53,713",INFO,main,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Upper limit on the thread pool size is 500,E109,Upper limit on the thread pool size is <*>,0,normal,Hadoop_2k,2015-10-18 18:01:53.713,2015-10-18 18:01:53.713,18,6,18,10,1,0,0,0.0,58,157
60,2015-10-18,"18:01:53,713",INFO,main,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,yarn.client.max-cached-nodemanagers-proxies : 0,E114,yarn.client.max-cached-nodemanagers-proxies : <*>,0,normal,Hadoop_2k,2015-10-18 18:01:53.713,2015-10-18 18:01:53.713,18,6,18,10,1,0,0,0.0,59,157
61,2015-10-18,"18:01:53,744",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_1445144423722_0020Job Transitioned from INITED to SETUP,E54,job_<*>Job Transitioned from INITED to SETUP,0,normal,Hadoop_2k,2015-10-18 18:01:53.744,2015-10-18 18:01:53.744,18,6,18,10,1,0,0,0.031,60,157
62,2015-10-18,"18:01:53,775",INFO,CommitterEvent Processor #0,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Processing the event EventType: JOB_SETUP,E78,Processing the event EventType: JOB_SETUP,0,normal,Hadoop_2k,2015-10-18 18:01:53.775,2015-10-18 18:01:53.775,18,6,18,10,1,0,0,0.031,61,157
63,2015-10-18,"18:01:53,822",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_1445144423722_0020Job Transitioned from SETUP to RUNNING,E56,job_<*>Job Transitioned from SETUP to RUNNING,0,normal,Hadoop_2k,2015-10-18 18:01:53.822,2015-10-18 18:01:53.822,18,6,18,10,1,0,0,0.047,62,157
64,2015-10-18,"18:01:53,838",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to /default-rack,0,normal,Hadoop_2k,2015-10-18 18:01:53.838,2015-10-18 18:01:53.838,18,6,18,10,1,0,0,0.016,63,157
81,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000005 Task Transitioned from NEW to SCHEDULED,E102,task_<*> Task Transitioned from NEW to SCHEDULED,0,normal,Hadoop_2k,2015-10-18 18:01:53.869,2015-10-18 18:01:53.869,18,6,18,10,1,0,0,0.031,64,157
80,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to /default-rack,0,normal,Hadoop_2k,2015-10-18 18:01:53.869,2015-10-18 18:01:53.869,18,6,18,10,1,0,0,0.0,65,157
79,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to /default-rack,0,normal,Hadoop_2k,2015-10-18 18:01:53.869,2015-10-18 18:01:53.869,18,6,18,10,1,0,0,0.0,66,157
77,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to /default-rack,0,normal,Hadoop_2k,2015-10-18 18:01:53.869,2015-10-18 18:01:53.869,18,6,18,10,1,0,0,0.0,67,157
76,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to /default-rack,0,normal,Hadoop_2k,2015-10-18 18:01:53.869,2015-10-18 18:01:53.869,18,6,18,10,1,0,0,0.0,68,157
75,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000003 Task Transitioned from NEW to SCHEDULED,E102,task_<*> Task Transitioned from NEW to SCHEDULED,0,normal,Hadoop_2k,2015-10-18 18:01:53.869,2015-10-18 18:01:53.869,18,6,18,10,1,0,0,0.0,69,157
74,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to /default-rack,0,normal,Hadoop_2k,2015-10-18 18:01:53.869,2015-10-18 18:01:53.869,18,6,18,10,1,0,0,0.0,70,157
73,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to /default-rack,0,normal,Hadoop_2k,2015-10-18 18:01:53.869,2015-10-18 18:01:53.869,18,6,18,10,1,0,0,0.0,71,157
78,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000004 Task Transitioned from NEW to SCHEDULED,E102,task_<*> Task Transitioned from NEW to SCHEDULED,0,normal,Hadoop_2k,2015-10-18 18:01:53.869,2015-10-18 18:01:53.869,18,6,18,10,1,0,0,0.0,72,157
71,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to /default-rack,0,normal,Hadoop_2k,2015-10-18 18:01:53.869,2015-10-18 18:01:53.869,18,6,18,10,1,0,0,0.0,73,157
70,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to /default-rack,0,normal,Hadoop_2k,2015-10-18 18:01:53.869,2015-10-18 18:01:53.869,18,6,18,10,1,0,0,0.0,74,157
69,2015-10-18,"18:01:53,869",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000001 Task Transitioned from NEW to SCHEDULED,E102,task_<*> Task Transitioned from NEW to SCHEDULED,0,normal,Hadoop_2k,2015-10-18 18:01:53.869,2015-10-18 18:01:53.869,18,6,18,10,1,0,0,0.0,75,157
