LineId,Time,Level,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
20,Sun Dec 04 04:52:05 2005,notice,jk2_init() Found child 6740 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:52:05.000,2005-12-04 04:52:05,4,6,4,12,1,0,1,1.0,19,17
21,Sun Dec 04 04:52:05 2005,notice,jk2_init() Found child 6737 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:52:05.000,2005-12-04 04:52:05,4,6,4,12,1,0,1,0.0,20,17
22,Sun Dec 04 04:52:12 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:52:12.000,2005-12-04 04:52:12,4,6,4,12,1,0,1,7.0,21,17
23,Sun Dec 04 04:52:12 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:52:12.000,2005-12-04 04:52:12,4,6,4,12,1,0,1,0.0,22,17
24,Sun Dec 04 04:52:12 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:52:12.000,2005-12-04 04:52:12,4,6,4,12,1,0,1,0.0,23,17
25,Sun Dec 04 04:52:15 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:52:15.000,2005-12-04 04:52:15,4,6,4,12,1,0,1,3.0,24,17
26,Sun Dec 04 04:52:15 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:52:15.000,2005-12-04 04:52:15,4,6,4,12,1,0,1,0.0,25,17
27,Sun Dec 04 04:52:15 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:52:15.000,2005-12-04 04:52:15,4,6,4,12,1,0,1,0.0,26,17
30,Sun Dec 04 04:52:36 2005,notice,jk2_init() Found child 6745 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:52:36.000,2005-12-04 04:52:36,4,6,4,12,1,0,1,21.0,27,17
28,Sun Dec 04 04:52:36 2005,notice,jk2_init() Found child 6748 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:52:36.000,2005-12-04 04:52:36,4,6,4,12,1,0,1,0.0,28,17
29,Sun Dec 04 04:52:36 2005,notice,jk2_init() Found child 6744 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:52:36.000,2005-12-04 04:52:36,4,6,4,12,1,0,1,0.0,29,17
32,Sun Dec 04 04:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:52:49.000,2005-12-04 04:52:49,4,6,4,12,1,0,1,13.0,30,17
31,Sun Dec 04 04:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:52:49.000,2005-12-04 04:52:49,4,6,4,12,1,0,1,0.0,31,17
33,Sun Dec 04 04:52:52 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:52:52.000,2005-12-04 04:52:52,4,6,4,12,1,0,1,3.0,32,17
34,Sun Dec 04 04:52:52 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:52:52.000,2005-12-04 04:52:52,4,6,4,12,1,0,1,0.0,33,17
35,Sun Dec 04 04:53:05 2005,notice,jk2_init() Found child 6750 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:53:05.000,2005-12-04 04:53:05,4,6,4,12,1,0,1,13.0,34,12
36,Sun Dec 04 04:53:05 2005,notice,jk2_init() Found child 6751 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:53:05.000,2005-12-04 04:53:05,4,6,4,12,1,0,1,0.0,35,12
37,Sun Dec 04 04:53:05 2005,notice,jk2_init() Found child 6752 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:53:05.000,2005-12-04 04:53:05,4,6,4,12,1,0,1,0.0,36,12
38,Sun Dec 04 04:53:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:53:15.000,2005-12-04 04:53:15,4,6,4,12,1,0,1,10.0,37,12
39,Sun Dec 04 04:53:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:53:15.000,2005-12-04 04:53:15,4,6,4,12,1,0,1,0.0,38,12
40,Sun Dec 04 04:53:16 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:53:16.000,2005-12-04 04:53:16,4,6,4,12,1,0,1,1.0,39,12
41,Sun Dec 04 04:53:16 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:53:16.000,2005-12-04 04:53:16,4,6,4,12,1,0,1,0.0,40,12
42,Sun Dec 04 04:53:29 2005,notice,jk2_init() Found child 6754 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:53:29.000,2005-12-04 04:53:29,4,6,4,12,1,0,1,13.0,41,12
43,Sun Dec 04 04:53:29 2005,notice,jk2_init() Found child 6755 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:53:29.000,2005-12-04 04:53:29,4,6,4,12,1,0,1,0.0,42,12
44,Sun Dec 04 04:53:40 2005,notice,jk2_init() Found child 6756 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:53:40.000,2005-12-04 04:53:40,4,6,4,12,1,0,1,11.0,43,12
45,Sun Dec 04 04:53:51 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:53:51.000,2005-12-04 04:53:51,4,6,4,12,1,0,1,11.0,44,12
46,Sun Dec 04 04:53:54 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:53:54.000,2005-12-04 04:53:54,4,6,4,12,1,0,1,3.0,45,12
50,Sun Dec 04 04:54:15 2005,notice,jk2_init() Found child 6765 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:54:15.000,2005-12-04 04:54:15,4,6,4,12,1,0,1,21.0,46,15
49,Sun Dec 04 04:54:15 2005,notice,jk2_init() Found child 6767 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:54:15.000,2005-12-04 04:54:15,4,6,4,12,1,0,1,0.0,47,15
47,Sun Dec 04 04:54:15 2005,notice,jk2_init() Found child 6763 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:54:15.000,2005-12-04 04:54:15,4,6,4,12,1,0,1,0.0,48,15
48,Sun Dec 04 04:54:15 2005,notice,jk2_init() Found child 6766 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:54:15.000,2005-12-04 04:54:15,4,6,4,12,1,0,1,0.0,49,15
51,Sun Dec 04 04:54:18 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:54:18.000,2005-12-04 04:54:18,4,6,4,12,1,0,1,3.0,50,15
52,Sun Dec 04 04:54:18 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:54:18.000,2005-12-04 04:54:18,4,6,4,12,1,0,1,0.0,51,15
53,Sun Dec 04 04:54:18 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:54:18.000,2005-12-04 04:54:18,4,6,4,12,1,0,1,0.0,52,15
54,Sun Dec 04 04:54:18 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:54:18.000,2005-12-04 04:54:18,4,6,4,12,1,0,1,0.0,53,15
55,Sun Dec 04 04:54:18 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:54:18.000,2005-12-04 04:54:18,4,6,4,12,1,0,1,0.0,54,15
56,Sun Dec 04 04:54:18 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:54:18.000,2005-12-04 04:54:18,4,6,4,12,1,0,1,0.0,55,15
57,Sun Dec 04 04:54:18 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:54:18.000,2005-12-04 04:54:18,4,6,4,12,1,0,1,0.0,56,15
58,Sun Dec 04 04:54:18 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:54:18.000,2005-12-04 04:54:18,4,6,4,12,1,0,1,0.0,57,15
60,Sun Dec 04 04:54:20 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:54:20.000,2005-12-04 04:54:20,4,6,4,12,1,0,1,2.0,58,15
59,Sun Dec 04 04:54:20 2005,notice,jk2_init() Found child 6768 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:54:20.000,2005-12-04 04:54:20,4,6,4,12,1,0,1,0.0,59,15
61,Sun Dec 04 04:54:20 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:54:20.000,2005-12-04 04:54:20,4,6,4,12,1,0,1,0.0,60,15
63,Sun Dec 04 04:56:52 2005,notice,jk2_init() Found child 8533 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:56:52.000,2005-12-04 04:56:52,4,6,4,12,1,0,1,152.0,61,5
62,Sun Dec 04 04:56:52 2005,notice,jk2_init() Found child 8527 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:56:52.000,2005-12-04 04:56:52,4,6,4,12,1,0,1,0.0,62,5
64,Sun Dec 04 04:56:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:56:57.000,2005-12-04 04:56:57,4,6,4,12,1,0,1,5.0,63,5
65,Sun Dec 04 04:56:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:56:57.000,2005-12-04 04:56:57,4,6,4,12,1,0,1,0.0,64,5
66,Sun Dec 04 04:56:59 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:56:59.000,2005-12-04 04:56:59,4,6,4,12,1,0,1,2.0,65,5
67,Sun Dec 04 04:57:00 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:57:00.000,2005-12-04 04:57:00,4,6,4,12,1,0,1,1.0,66,8
68,Sun Dec 04 04:57:20 2005,notice,jk2_init() Found child 8536 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:57:20.000,2005-12-04 04:57:20,4,6,4,12,1,0,1,20.0,67,8
69,Sun Dec 04 04:57:20 2005,notice,jk2_init() Found child 8539 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:57:20.000,2005-12-04 04:57:20,4,6,4,12,1,0,1,0.0,68,8
70,Sun Dec 04 04:57:24 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:57:24.000,2005-12-04 04:57:24,4,6,4,12,1,0,1,4.0,69,8
71,Sun Dec 04 04:57:24 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:57:24.000,2005-12-04 04:57:24,4,6,4,12,1,0,1,0.0,70,8
72,Sun Dec 04 04:57:24 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:57:24.000,2005-12-04 04:57:24,4,6,4,12,1,0,1,0.0,71,8
73,Sun Dec 04 04:57:24 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:57:24.000,2005-12-04 04:57:24,4,6,4,12,1,0,1,0.0,72,8
74,Sun Dec 04 04:57:49 2005,notice,jk2_init() Found child 8541 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:57:49.000,2005-12-04 04:57:49,4,6,4,12,1,0,1,25.0,73,8
75,Sun Dec 04 04:58:11 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:58:11.000,2005-12-04 04:58:11,4,6,4,12,1,0,1,22.0,74,5
76,Sun Dec 04 04:58:18 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:58:18.000,2005-12-04 04:58:18,4,6,4,12,1,0,1,7.0,75,5
77,Sun Dec 04 04:58:45 2005,notice,jk2_init() Found child 8547 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:58:45.000,2005-12-04 04:58:45,4,6,4,12,1,0,1,27.0,76,5
78,Sun Dec 04 04:58:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:58:57.000,2005-12-04 04:58:57,4,6,4,12,1,0,1,12.0,77,5
79,Sun Dec 04 04:58:58 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:58:58.000,2005-12-04 04:58:58,4,6,4,12,1,0,1,1.0,78,5
81,Sun Dec 04 04:59:27 2005,notice,jk2_init() Found child 8553 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:59:27.000,2005-12-04 04:59:27,4,6,4,12,1,0,1,29.0,79,6
80,Sun Dec 04 04:59:28 2005,notice,jk2_init() Found child 8554 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 04:59:28.000,2005-12-04 04:59:28,4,6,4,12,1,0,1,1.0,80,6
82,Sun Dec 04 04:59:35 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:59:35.000,2005-12-04 04:59:35,4,6,4,12,1,0,1,7.0,81,6
83,Sun Dec 04 04:59:35 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 04:59:35.000,2005-12-04 04:59:35,4,6,4,12,1,0,1,0.0,82,6
84,Sun Dec 04 04:59:38 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:59:38.000,2005-12-04 04:59:38,4,6,4,12,1,0,1,3.0,83,6
85,Sun Dec 04 04:59:38 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 04:59:38.000,2005-12-04 04:59:38,4,6,4,12,1,0,1,0.0,84,6
86,Sun Dec 04 05:00:03 2005,notice,jk2_init() Found child 8560 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:00:03.000,2005-12-04 05:00:03,5,6,4,12,1,0,1,25.0,85,9
87,Sun Dec 04 05:00:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 05:00:09.000,2005-12-04 05:00:09,5,6,4,12,1,0,1,6.0,86,9
88,Sun Dec 04 05:00:09 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 05:00:09.000,2005-12-04 05:00:09,5,6,4,12,1,0,1,0.0,87,9
89,Sun Dec 04 05:00:13 2005,notice,jk2_init() Found child 8565 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:00:13.000,2005-12-04 05:00:13,5,6,4,12,1,0,1,4.0,88,9
90,Sun Dec 04 05:00:13 2005,notice,jk2_init() Found child 8573 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:00:13.000,2005-12-04 05:00:13,5,6,4,12,1,0,1,0.0,89,9
94,Sun Dec 04 05:00:15 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 05:00:15.000,2005-12-04 05:00:15,5,6,4,12,1,0,1,2.0,90,9
93,Sun Dec 04 05:00:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 05:00:15.000,2005-12-04 05:00:15,5,6,4,12,1,0,1,0.0,91,9
91,Sun Dec 04 05:00:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 05:00:15.000,2005-12-04 05:00:15,5,6,4,12,1,0,1,0.0,92,9
92,Sun Dec 04 05:00:15 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 05:00:15.000,2005-12-04 05:00:15,5,6,4,12,1,0,1,0.0,93,9
95,Sun Dec 04 05:01:20 2005,notice,jk2_init() Found child 8584 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:01:20.000,2005-12-04 05:01:20,5,6,4,12,1,0,1,65.0,94,2
96,Sun Dec 04 05:01:20 2005,notice,jk2_init() Found child 8587 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:01:20.000,2005-12-04 05:01:20,5,6,4,12,1,0,1,0.0,95,2
97,Sun Dec 04 05:02:14 2005,notice,jk2_init() Found child 8603 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:02:14.000,2005-12-04 05:02:14,5,6,4,12,1,0,1,54.0,96,2
98,Sun Dec 04 05:02:14 2005,notice,jk2_init() Found child 8605 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:02:14.000,2005-12-04 05:02:14,5,6,4,12,1,0,1,0.0,97,2
102,Sun Dec 04 05:04:03 2005,notice,jk2_init() Found child 8744 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:04:03.000,2005-12-04 05:04:03,5,6,4,12,1,0,1,109.0,98,21
99,Sun Dec 04 05:04:03 2005,notice,jk2_init() Found child 8764 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:04:03.000,2005-12-04 05:04:03,5,6,4,12,1,0,1,0.0,99,21
100,Sun Dec 04 05:04:03 2005,notice,jk2_init() Found child 8765 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:04:03.000,2005-12-04 05:04:03,5,6,4,12,1,0,1,0.0,100,21
101,Sun Dec 04 05:04:03 2005,notice,jk2_init() Found child 8763 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:04:03.000,2005-12-04 05:04:03,5,6,4,12,1,0,1,0.0,101,21
103,Sun Dec 04 05:04:03 2005,notice,jk2_init() Found child 8743 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:04:03.000,2005-12-04 05:04:03,5,6,4,12,1,0,1,0.0,102,21
104,Sun Dec 04 05:04:03 2005,notice,jk2_init() Found child 8738 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:04:03.000,2005-12-04 05:04:03,5,6,4,12,1,0,1,0.0,103,21
105,Sun Dec 04 05:04:03 2005,notice,jk2_init() Found child 8766 in scoreboard slot 12,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 05:04:03.000,2005-12-04 05:04:03,5,6,4,12,1,0,1,0.0,104,21
