LineId,Time,Component,Pid,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
13,20171223-22:15:29:738,Step_LSC,30002312,onStandStepChanged 3579,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:29.738,2017-12-23 22:15:29.738,22,5,23,12,1,0,0,0.001,12,311
14,20171223-22:15:29:792,Step_LSC,30002312,onStandStepChanged 3580,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:29.792,2017-12-23 22:15:29.792,22,5,23,12,1,0,0,0.054,13,311
15,20171223-22:15:29:800,Step_LSC,30002312,onExtend:1514038530000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:29.800,2017-12-23 22:15:29.800,22,5,23,12,1,0,0,0.008,14,311
16,20171223-22:15:29:950,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7007##548365##8661##12361##27173954,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:29.950,2017-12-23 22:15:29.950,22,5,23,12,1,0,0,0.15,15,311
17,20171223-22:15:29:950,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7008##548365##8661##12456##27174269,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:29.950,2017-12-23 22:15:29.950,22,5,23,12,1,0,0,0.0,16,311
18,20171223-22:15:29:959,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126797,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:29.959,2017-12-23 22:15:29.959,22,5,23,12,1,0,0,0.009,17,311
19,20171223-22:15:29:962,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:29.962,2017-12-23 22:15:29.962,22,5,23,12,1,0,0,0.003,18,311
20,20171223-22:15:29:962,Step_StandReportReceiver,30002312,REPORT : 7008 5003 150111 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:29.962,2017-12-23 22:15:29.962,22,5,23,12,1,0,0,0.0,19,311
21,20171223-22:15:30:331,Step_LSC,30002312,onStandStepChanged 3581,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:30.331,2017-12-23 22:15:30.331,22,5,23,12,1,0,0,0.369,20,311
22,20171223-22:15:30:335,Step_LSC,30002312,onExtend:1514038531000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:30.335,2017-12-23 22:15:30.335,22,5,23,12,1,0,0,0.004,21,311
23,20171223-22:15:30:632,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7008##548365##8661##12456##27174269,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:30.632,2017-12-23 22:15:30.632,22,5,23,12,1,0,0,0.297,22,311
24,20171223-22:15:30:632,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7009##548365##8661##12551##27174951,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:30.632,2017-12-23 22:15:30.632,22,5,23,12,1,0,0,0.0,23,311
25,20171223-22:15:30:639,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126818,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:30.639,2017-12-23 22:15:30.639,22,5,23,12,1,0,0,0.007,24,311
26,20171223-22:15:30:641,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:30.641,2017-12-23 22:15:30.641,22,5,23,12,1,0,0,0.002,25,311
27,20171223-22:15:30:642,Step_StandReportReceiver,30002312,REPORT : 7009 5004 150132 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:30.642,2017-12-23 22:15:30.642,22,5,23,12,1,0,0,0.001,26,311
28,20171223-22:15:30:841,Step_LSC,30002312,onStandStepChanged 3583,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:30.841,2017-12-23 22:15:30.841,22,5,23,12,1,0,0,0.199,27,311
29,20171223-22:15:30:858,Step_LSC,30002312,onExtend:1514038531000 2 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:30.858,2017-12-23 22:15:30.858,22,5,23,12,1,0,0,0.017,28,311
30,20171223-22:15:31:142,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7009##548365##8661##12551##27174951,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:31.142,2017-12-23 22:15:31.142,22,5,23,12,1,0,0,0.284,29,311
31,20171223-22:15:31:143,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7011##548365##8661##12646##27175461,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:31.143,2017-12-23 22:15:31.143,22,5,23,12,1,0,0,0.001,30,311
32,20171223-22:15:31:157,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126861,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:31.157,2017-12-23 22:15:31.157,22,5,23,12,1,0,0,0.014,31,311
33,20171223-22:15:31:160,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:31.160,2017-12-23 22:15:31.160,22,5,23,12,1,0,0,0.003,32,311
34,20171223-22:15:31:160,Step_StandReportReceiver,30002312,REPORT : 7011 5005 150175 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:31.160,2017-12-23 22:15:31.160,22,5,23,12,1,0,0,0.0,33,311
35,20171223-22:15:31:841,Step_LSC,30002312,onStandStepChanged 3584,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:31.841,2017-12-23 22:15:31.841,22,5,23,12,1,0,0,0.681,34,311
36,20171223-22:15:31:862,Step_LSC,30002312,onExtend:1514038532000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:31.862,2017-12-23 22:15:31.862,22,5,23,12,1,0,0,0.021,35,311
37,20171223-22:15:32:145,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7011##548365##8661##12646##27175461,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:32.145,2017-12-23 22:15:32.145,22,5,23,12,1,0,0,0.283,36,311
38,20171223-22:15:32:147,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7012##548365##8661##12741##27176464,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:32.147,2017-12-23 22:15:32.147,22,5,23,12,1,0,0,0.002,37,311
39,20171223-22:15:32:156,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126882,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:32.156,2017-12-23 22:15:32.156,22,5,23,12,1,0,0,0.009,38,311
40,20171223-22:15:32:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:32.162,2017-12-23 22:15:32.162,22,5,23,12,1,0,0,0.006,39,311
41,20171223-22:15:32:163,Step_StandReportReceiver,30002312,REPORT : 7012 5006 150197 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:32.163,2017-12-23 22:15:32.163,22,5,23,12,1,0,0,0.001,40,311
42,20171223-22:15:32:340,Step_LSC,30002312,onStandStepChanged 3585,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:32.340,2017-12-23 22:15:32.340,22,5,23,12,1,0,0,0.177,41,311
43,20171223-22:15:32:354,Step_LSC,30002312,onExtend:1514038533000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:32.354,2017-12-23 22:15:32.354,22,5,23,12,1,0,0,0.014,42,311
44,20171223-22:15:32:647,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7012##548365##8661##12741##27176464,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:32.647,2017-12-23 22:15:32.647,22,5,23,12,1,0,0,0.293,43,311
45,20171223-22:15:32:648,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7013##548365##8661##12836##27176966,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:32.648,2017-12-23 22:15:32.648,22,5,23,12,1,0,0,0.001,44,311
46,20171223-22:15:32:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126904,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:32.656,2017-12-23 22:15:32.656,22,5,23,12,1,0,0,0.008,45,311
47,20171223-22:15:32:658,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:32.658,2017-12-23 22:15:32.658,22,5,23,12,1,0,0,0.002,46,311
48,20171223-22:15:32:659,Step_StandReportReceiver,30002312,REPORT : 7013 5007 150218 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:32.659,2017-12-23 22:15:32.659,22,5,23,12,1,0,0,0.001,47,311
49,20171223-22:15:32:840,Step_LSC,30002312,onStandStepChanged 3586,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:32.840,2017-12-23 22:15:32.840,22,5,23,12,1,0,0,0.181,48,311
50,20171223-22:15:32:846,Step_LSC,30002312,onExtend:1514038533000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:32.846,2017-12-23 22:15:32.846,22,5,23,12,1,0,0,0.006,49,311
51,20171223-22:15:33:144,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7013##548365##8661##12836##27176966,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:33.144,2017-12-23 22:15:33.144,22,5,23,12,1,0,0,0.298,50,311
52,20171223-22:15:33:144,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7014##548365##8661##12931##27177463,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:33.144,2017-12-23 22:15:33.144,22,5,23,12,1,0,0,0.0,51,311
53,20171223-22:15:33:148,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126925,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:33.148,2017-12-23 22:15:33.148,22,5,23,12,1,0,0,0.004,52,311
54,20171223-22:15:33:149,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:33.149,2017-12-23 22:15:33.149,22,5,23,12,1,0,0,0.001,53,311
55,20171223-22:15:33:149,Step_StandReportReceiver,30002312,REPORT : 7014 5007 150239 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:33.149,2017-12-23 22:15:33.149,22,5,23,12,1,0,0,0.0,54,311
56,20171223-22:15:33:341,Step_LSC,30002312,onStandStepChanged 3587,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:33.341,2017-12-23 22:15:33.341,22,5,23,12,1,0,0,0.192,55,311
57,20171223-22:15:33:370,Step_LSC,30002312,onExtend:1514038534000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:33.370,2017-12-23 22:15:33.370,22,5,23,12,1,0,0,0.029,56,311
58,20171223-22:15:33:643,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7014##548365##8661##12931##27177463,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:33.643,2017-12-23 22:15:33.643,22,5,23,12,1,0,0,0.273,57,311
59,20171223-22:15:33:644,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7015##548365##8661##13026##27177962,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:33.644,2017-12-23 22:15:33.644,22,5,23,12,1,0,0,0.001,58,311
60,20171223-22:15:33:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126947,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:33.658,2017-12-23 22:15:33.658,22,5,23,12,1,0,0,0.014,59,311
61,20171223-22:15:33:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:33.662,2017-12-23 22:15:33.662,22,5,23,12,1,0,0,0.004,60,311
62,20171223-22:15:33:663,Step_StandReportReceiver,30002312,REPORT : 7015 5008 150261 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:33.663,2017-12-23 22:15:33.663,22,5,23,12,1,0,0,0.001,61,311
63,20171223-22:15:34:711,Step_LSC,30002312,onStandStepChanged 3588,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:34.711,2017-12-23 22:15:34.711,22,5,23,12,1,0,0,1.048,62,311
64,20171223-22:15:34:723,Step_LSC,30002312,onExtend:1514038535000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:34.723,2017-12-23 22:15:34.723,22,5,23,12,1,0,0,0.012,63,311
65,20171223-22:15:34:723,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,E40,onReceive action: android.intent.action.SCREEN_OFF,0,normal,HealthApp_2k,2017-12-23 22:15:34.723,2017-12-23 22:15:34.723,22,5,23,12,1,0,0,0.0,64,311
66,20171223-22:15:34:848,Step_LSC,30002312,onStandStepChanged 3589,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:34.848,2017-12-23 22:15:34.848,22,5,23,12,1,0,0,0.125,65,311
67,20171223-22:15:34:851,Step_LSC,30002312,onExtend:1514038535000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:34.851,2017-12-23 22:15:34.851,22,5,23,12,1,0,0,0.003,66,311
81,20171223-22:15:35:104,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126989,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.104,2017-12-23 22:15:35.104,22,5,23,12,1,0,0,0.253,67,311
68,20171223-22:15:35:11,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7015##548365##8661##13026##27177962,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.110,2017-12-23 22:15:35.110,22,5,23,12,1,0,0,0.006,68,311
83,20171223-22:15:35:112,Step_StandReportReceiver,30002312,REPORT : 7017 5010 150304 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.112,2017-12-23 22:15:35.112,22,5,23,12,1,0,0,0.002,69,311
82,20171223-22:15:35:112,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.112,2017-12-23 22:15:35.112,22,5,23,12,1,0,0,0.0,70,311
69,20171223-22:15:35:12,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13121##27179330,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.120,2017-12-23 22:15:35.120,22,5,23,12,1,0,0,0.008,71,311
84,20171223-22:15:35:198,Step_LSC,30002312,onStandStepChanged 3589,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.198,2017-12-23 22:15:35.198,22,5,23,12,1,0,0,0.078,72,311
70,20171223-22:15:35:20,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126989,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.200,2017-12-23 22:15:35.200,22,5,23,12,1,0,0,0.002,73,311
85,20171223-22:15:35:201,Step_LSC,30002312,onExtend:1514038536000 0 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.201,2017-12-23 22:15:35.201,22,5,23,12,1,0,0,0.001,74,311
71,20171223-22:15:35:22,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.220,2017-12-23 22:15:35.220,22,5,23,12,1,0,0,0.019,75,311
74,20171223-22:15:35:23,Step_StandReportReceiver,30002312,REPORT : 7017 5010 150304 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.230,2017-12-23 22:15:35.230,22,5,23,12,1,0,0,0.01,76,311
73,20171223-22:15:35:23,Step_StandReportReceiver,30002312,"screen status unknown,think screen on",E53,"screen status unknown,think screen on",0,normal,HealthApp_2k,2017-12-23 22:15:35.230,2017-12-23 22:15:35.230,22,5,23,12,1,0,0,0.0,77,311
72,20171223-22:15:35:23,Step_ScreenUtil,30002312,isScreenOn true,E35,isScreenOn true,0,normal,HealthApp_2k,2017-12-23 22:15:35.230,2017-12-23 22:15:35.230,22,5,23,12,1,0,0,0.0,78,311
86,20171223-22:15:35:348,Step_LSC,30002312,onStandStepChanged 3590,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.348,2017-12-23 22:15:35.348,22,5,23,12,1,0,0,0.118,79,311
87,20171223-22:15:35:352,Step_LSC,30002312,onExtend:1514038536000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.352,2017-12-23 22:15:35.352,22,5,23,12,1,0,0,0.004,80,311
89,20171223-22:15:35:413,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7018##548365##8661##13311##27179732,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.413,2017-12-23 22:15:35.413,22,5,23,12,1,0,0,0.061,81,311
88,20171223-22:15:35:413,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7017##548365##8661##13216##27179417,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.413,2017-12-23 22:15:35.413,22,5,23,12,1,0,0,0.0,82,311
90,20171223-22:15:35:418,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127011,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.418,2017-12-23 22:15:35.418,22,5,23,12,1,0,0,0.005,83,311
91,20171223-22:15:35:421,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.421,2017-12-23 22:15:35.421,22,5,23,12,1,0,0,0.003,84,311
92,20171223-22:15:35:421,Step_StandReportReceiver,30002312,REPORT : 7018 5010 150325 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.421,2017-12-23 22:15:35.421,22,5,23,12,1,0,0,0.0,85,311
93,20171223-22:15:35:848,Step_LSC,30002312,onStandStepChanged 3591,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.848,2017-12-23 22:15:35.848,22,5,23,12,1,0,0,0.427,86,311
94,20171223-22:15:35:852,Step_LSC,30002312,onExtend:1514038536000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.852,2017-12-23 22:15:35.852,22,5,23,12,1,0,0,0.004,87,311
75,20171223-22:15:35:96,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,E41,onReceive action: android.intent.action.SCREEN_ON,0,normal,HealthApp_2k,2017-12-23 22:15:35.960,2017-12-23 22:15:35.960,22,5,23,12,1,0,0,0.108,88,311
77,20171223-22:15:35:97,Step_StandStepCounter,30002312,flush sensor data,E12,flush sensor data,0,normal,HealthApp_2k,2017-12-23 22:15:35.970,2017-12-23 22:15:35.970,22,5,23,12,1,0,0,0.01,89,311
76,20171223-22:15:35:97,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,E43,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,0,normal,HealthApp_2k,2017-12-23 22:15:35.970,2017-12-23 22:15:35.970,22,5,23,12,1,0,0,0.0,90,311
79,20171223-22:15:35:98,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13216##27179417,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.980,2017-12-23 22:15:35.980,22,5,23,12,1,0,0,0.01,91,311
78,20171223-22:15:35:98,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7017##548365##8661##13121##27179330,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.980,2017-12-23 22:15:35.980,22,5,23,12,1,0,0,0.0,92,311
80,20171223-22:15:35:98,Step_LSC,30002312,onStandStepChanged 3589,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:35.980,2017-12-23 22:15:35.980,22,5,23,12,1,0,0,0.0,93,311
96,20171223-22:15:36:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7019##548365##8661##13406##27180468,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:36.149,2017-12-23 22:15:36.149,22,5,23,12,1,0,0,0.169,94,311
95,20171223-22:15:36:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7018##548365##8661##13311##27179732,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:36.149,2017-12-23 22:15:36.149,22,5,23,12,1,0,0,0.0,95,311
97,20171223-22:15:36:154,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127032,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:36.154,2017-12-23 22:15:36.154,22,5,23,12,1,0,0,0.005,96,311
98,20171223-22:15:36:157,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:36.157,2017-12-23 22:15:36.157,22,5,23,12,1,0,0,0.003,97,311
99,20171223-22:15:36:157,Step_StandReportReceiver,30002312,REPORT : 7019 5011 150346 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:36.157,2017-12-23 22:15:36.157,22,5,23,12,1,0,0,0.0,98,311
