LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
85,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,11,935
84,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,12,935
83,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,13,935
97,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,14,935
82,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,15,935
80,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,16,935
79,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,17,935
78,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,18,935
77,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,19,935
76,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,20,935
75,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,21,935
74,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,22,935
73,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,23,935
72,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,24,935
71,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,25,935
70,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,26,935
69,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,27,935
68,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,28,935
81,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,29,935
98,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,30,935
99,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,31,935
100,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,32,935
129,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,33,935
128,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,34,935
127,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,35,935
126,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,36,935
125,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,37,935
124,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,38,935
123,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,39,935
122,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,40,935
121,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,41,935
120,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,42,935
119,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,43,935
118,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,44,935
117,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,45,935
116,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,46,935
115,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,47,935
114,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,48,935
113,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,49,935
112,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,50,935
111,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,51,935
110,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,52,935
109,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,53,935
108,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,54,935
107,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,55,935
106,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,56,935
105,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,57,935
104,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,58,935
103,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,59,935
102,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,60,935
101,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,61,935
67,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,62,935
66,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,63,935
92,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,64,935
64,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,65,935
30,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,66,935
29,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,67,935
28,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E20,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],1,security_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,68,935
27,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E18,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,69,935
26,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E50,Warning: Unrecognized packageExtended attribute.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,70,935
25,2016-09-28,04:30:31,Info,CBS,Session: 30546173_4262462443 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,71,935
24,2016-09-28,04:30:31,Info,CBS,Session: 30546173_4261722401 initialized by client WindowsUpdateAgent.,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,72,935
23,2016-09-28,04:30:31,Info,CSI,00000008 CSI Store 4991456 (0x00000000004c29e0) initialized,E4,<*> CSI Store <*> (<*>) initialized,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,73,935
22,2016-09-28,04:30:31,Info,CBS,Startup processing thread terminated normally,E47,Startup processing thread terminated normally,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,74,935
21,2016-09-28,04:30:31,Info,CBS,"NonStart: Success, startup processing not required as expected.",E27,"NonStart: Success, startup processing not required as expected.",0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,75,935
20,2016-09-28,04:30:31,Info,CSI,00000007@2016/9/27:20:30:31.462 CSI perf trace:,E3,<*> CSI perf trace:,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,76,935
19,2016-09-28,04:30:31,Info,CSI,"00000006 Created NT transaction (seq 1) result 0x00000000, handle @0x214",E1,"<*> Created NT transaction (seq <*>) result <*>, handle @<*>",0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,77,935
18,2016-09-28,04:30:31,Info,CSI,"00000005 Creating NT transaction (seq 1), objectname [6]""(null)""",E2,"<*> Creating NT transaction (seq <*>), objectname [<*>]""(null)""",0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,78,935
17,2016-09-28,04:30:31,Info,CSI,"00000004 IAdvancedInstallerAwareStore_ResolvePendingTransactions (call 1) (flags = 00000004, progress = NULL, phase = 0, pdwDisposition = @0xb6fd90",E5,"<*> IAdvancedInstallerAwareStore_ResolvePendingTransactions (call <*>) (flags = <*>, progress = <*>, phase = <*>, pdwDisposition = @<*>",0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,79,935
16,2016-09-28,04:30:31,Info,CBS,NonStart: Checking to ensure startup processing was not required.,E26,NonStart: Checking to ensure startup processing was not required.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,80,935
15,2016-09-28,04:30:31,Info,CBS,"No startup processing required, TrustedInstaller service was not set as autostart, or else a reboot is still pending.",E25,"No startup processing required, TrustedInstaller service was not set as autostart, or else a reboot is still pending.",0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,81,935
14,2016-09-28,04:30:31,Info,CBS,SQM: Warning: Failed to upload all unsent reports. [HRESULT = 0x80004005 - E_FAIL],E43,SQM: Warning: Failed to upload all unsent reports. [HRESULT = <*> - E_FAIL],1,network_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,82,935
13,2016-09-28,04:30:31,Info,CBS,"SQM: Queued 0 file(s) for upload with pattern: C:\Windows\servicing\sqm\*_all.sqm, flags: 0x6",E41,"SQM: Queued <*> file(s) for upload with pattern: <*>, flags: <*>",0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,83,935
12,2016-09-28,04:30:31,Info,CBS,SQM: Failed to start standard sample upload. [HRESULT = 0x80004005 - E_FAIL],E38,SQM: Failed to start standard sample upload. [HRESULT = <*> - E_FAIL],1,network_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,84,935
11,2016-09-28,04:30:31,Info,CBS,"SQM: Failed to start upload with file pattern: C:\Windows\servicing\sqm\*_std.sqm, flags: 0x2 [HRESULT = 0x80004005 - E_FAIL]",E39,"SQM: Failed to start upload with file pattern: <*>, flags: <*> [HRESULT = <*> - E_FAIL]",1,network_anomaly,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,85,935
10,2016-09-28,04:30:31,Info,CBS,SQM: Requesting upload of all unsent reports.,E42,SQM: Requesting upload of all unsent reports.,0,normal,Windows_2k,2016-09-28 04:30:31.000,2016-09-28 04:30:31,4,2,28,9,0,0,1,0.0,86,935
