LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
11,17/06/09,20:10:41,INFO,util.Utils,Successfully started service 'sparkExecutorActorSystem' on port 55904.,E34,Successfully started service 'sparkExecutorActorSystem' on port <*>.,0,normal,Spark_2k,2017-06-09 20:10:41.000,2017-06-09 20:10:41,20,4,9,6,0,0,0,0.0,10,1098
12,17/06/09,20:10:41,INFO,storage.DiskBlockManager,Created local directory at /opt/hdfs/nodemanager/usercache/curi/appcache/application_1485248649253_0147/blockmgr-70293f72-844a-4b39-9ad6-fb0ad7e364e4,E7,Created local directory at <*>,0,normal,Spark_2k,2017-06-09 20:10:41.000,2017-06-09 20:10:41,20,4,9,6,0,0,0,0.0,11,1098
13,17/06/09,20:10:41,INFO,storage.MemoryStore,MemoryStore started with capacity 17.7 GB,E18,MemoryStore started with capacity <*> GB,0,normal,Spark_2k,2017-06-09 20:10:41.000,2017-06-09 20:10:41,20,4,9,6,0,0,0,0.0,12,1098
19,17/06/09,20:10:42,INFO,storage.BlockManagerMaster,Trying to register BlockManager,E36,Trying to register BlockManager,0,normal,Spark_2k,2017-06-09 20:10:42.000,2017-06-09 20:10:42,20,4,9,6,0,0,0,1.0,13,1098
18,17/06/09,20:10:42,INFO,netty.NettyBlockTransferService,Server created on 40984,E27,Server created on <*>,0,normal,Spark_2k,2017-06-09 20:10:42.000,2017-06-09 20:10:42,20,4,9,6,0,0,0,0.0,14,1098
17,17/06/09,20:10:42,INFO,util.Utils,Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 40984.,E33,Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port <*>.,0,normal,Spark_2k,2017-06-09 20:10:42.000,2017-06-09 20:10:42,20,4,9,6,0,0,0,0.0,15,1098
20,17/06/09,20:10:42,INFO,storage.BlockManagerMaster,Registered BlockManager,E21,Registered BlockManager,0,normal,Spark_2k,2017-06-09 20:10:42.000,2017-06-09 20:10:42,20,4,9,6,0,0,0,0.0,16,1098
15,17/06/09,20:10:42,INFO,executor.CoarseGrainedExecutorBackend,Successfully registered with driver,E32,Successfully registered with driver,0,normal,Spark_2k,2017-06-09 20:10:42.000,2017-06-09 20:10:42,20,4,9,6,0,0,0,0.0,17,1098
14,17/06/09,20:10:42,INFO,executor.CoarseGrainedExecutorBackend,Connecting to driver: spark://CoarseGrainedScheduler@10.10.34.11:48069,E6,Connecting to driver: spark://<*>,0,normal,Spark_2k,2017-06-09 20:10:42.000,2017-06-09 20:10:42,20,4,9,6,0,0,0,0.0,18,1098
16,17/06/09,20:10:42,INFO,executor.Executor,Starting executor ID 5 on host mesos-slave-07,E30,Starting executor ID <*> on host <*>,1,security_anomaly,Spark_2k,2017-06-09 20:10:42.000,2017-06-09 20:10:42,20,4,9,6,0,0,0,0.0,19,1098
33,17/06/09,20:10:45,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 9 took 160 ms,E20,Reading broadcast variable <*> took <*> ms,0,normal,Spark_2k,2017-06-09 20:10:45.000,2017-06-09 20:10:45,20,4,9,6,0,0,0,3.0,20,1098
32,17/06/09,20:10:45,INFO,storage.MemoryStore,"Block broadcast_9_piece0 stored as bytes in memory (estimated size 5.2 KB, free 5.2 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:45.000,2017-06-09 20:10:45,20,4,9,6,0,0,0,0.0,21,1098
31,17/06/09,20:10:45,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 9,E29,Started reading broadcast variable <*>,0,normal,Spark_2k,2017-06-09 20:10:45.000,2017-06-09 20:10:45,20,4,9,6,0,0,0,0.0,22,1098
30,17/06/09,20:10:45,INFO,executor.Executor,Running task 4.0 in stage 0.0 (TID 4),E24,Running task <*> in stage <*> (TID <*>),0,normal,Spark_2k,2017-06-09 20:10:45.000,2017-06-09 20:10:45,20,4,9,6,0,0,0,0.0,23,1098
28,17/06/09,20:10:45,INFO,executor.Executor,Running task 3.0 in stage 0.0 (TID 3),E24,Running task <*> in stage <*> (TID <*>),0,normal,Spark_2k,2017-06-09 20:10:45.000,2017-06-09 20:10:45,20,4,9,6,0,0,0,0.0,24,1098
27,17/06/09,20:10:45,INFO,executor.Executor,Running task 1.0 in stage 0.0 (TID 1),E24,Running task <*> in stage <*> (TID <*>),0,normal,Spark_2k,2017-06-09 20:10:45.000,2017-06-09 20:10:45,20,4,9,6,0,0,0,0.0,25,1098
29,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 4,E11,Got assigned task <*>,0,normal,Spark_2k,2017-06-09 20:10:45.000,2017-06-09 20:10:45,20,4,9,6,0,0,0,0.0,26,1098
25,17/06/09,20:10:45,INFO,executor.Executor,Running task 0.0 in stage 0.0 (TID 0),E24,Running task <*> in stage <*> (TID <*>),0,normal,Spark_2k,2017-06-09 20:10:45.000,2017-06-09 20:10:45,20,4,9,6,0,0,0,0.0,27,1098
24,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 3,E11,Got assigned task <*>,0,normal,Spark_2k,2017-06-09 20:10:45.000,2017-06-09 20:10:45,20,4,9,6,0,0,0,0.0,28,1098
23,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 2,E11,Got assigned task <*>,0,normal,Spark_2k,2017-06-09 20:10:45.000,2017-06-09 20:10:45,20,4,9,6,0,0,0,0.0,29,1098
22,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1,E11,Got assigned task <*>,0,normal,Spark_2k,2017-06-09 20:10:45.000,2017-06-09 20:10:45,20,4,9,6,0,0,0,0.0,30,1098
21,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 0,E11,Got assigned task <*>,0,normal,Spark_2k,2017-06-09 20:10:45.000,2017-06-09 20:10:45,20,4,9,6,0,0,0,0.0,31,1098
26,17/06/09,20:10:45,INFO,executor.Executor,Running task 2.0 in stage 0.0 (TID 2),E24,Running task <*> in stage <*> (TID <*>),0,normal,Spark_2k,2017-06-09 20:10:45.000,2017-06-09 20:10:45,20,4,9,6,0,0,0,0.0,32,1098
43,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:7292+7292,E12,Input split: hdfs://<*>,0,normal,Spark_2k,2017-06-09 20:10:46.000,2017-06-09 20:10:46,20,4,9,6,0,0,0,1.0,33,1098
48,17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_8 stored as values in memory (estimated size 281.6 KB, free 317.0 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:46.000,2017-06-09 20:10:46,20,4,9,6,0,0,0,0.0,34,1098
47,17/06/09,20:10:46,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 8 took 19 ms,E20,Reading broadcast variable <*> took <*> ms,0,normal,Spark_2k,2017-06-09 20:10:46.000,2017-06-09 20:10:46,20,4,9,6,0,0,0,0.0,35,1098
46,17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_8_piece0 stored as bytes in memory (estimated size 21.4 KB, free 35.4 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:46.000,2017-06-09 20:10:46,20,4,9,6,0,0,0,0.0,36,1098
45,17/06/09,20:10:46,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 8,E29,Started reading broadcast variable <*>,0,normal,Spark_2k,2017-06-09 20:10:46.000,2017-06-09 20:10:46,20,4,9,6,0,0,0,0.0,37,1098
44,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:29168+7292,E12,Input split: hdfs://<*>,0,normal,Spark_2k,2017-06-09 20:10:46.000,2017-06-09 20:10:46,20,4,9,6,0,0,0,0.0,38,1098
42,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:0+7292,E12,Input split: hdfs://<*>,0,normal,Spark_2k,2017-06-09 20:10:46.000,2017-06-09 20:10:46,20,4,9,6,0,0,0,0.0,39,1098
37,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_0 not found, computing it",E19,"Partition rdd_<*> not found, computing it",0,normal,Spark_2k,2017-06-09 20:10:46.000,2017-06-09 20:10:46,20,4,9,6,0,0,0,0.0,40,1098
40,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:21876+7292,E12,Input split: hdfs://<*>,0,normal,Spark_2k,2017-06-09 20:10:46.000,2017-06-09 20:10:46,20,4,9,6,0,0,0,0.0,41,1098
39,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_4 not found, computing it",E19,"Partition rdd_<*> not found, computing it",0,normal,Spark_2k,2017-06-09 20:10:46.000,2017-06-09 20:10:46,20,4,9,6,0,0,0,0.0,42,1098
38,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_2 not found, computing it",E19,"Partition rdd_<*> not found, computing it",0,normal,Spark_2k,2017-06-09 20:10:46.000,2017-06-09 20:10:46,20,4,9,6,0,0,0,0.0,43,1098
41,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:14584+7292,E12,Input split: hdfs://<*>,0,normal,Spark_2k,2017-06-09 20:10:46.000,2017-06-09 20:10:46,20,4,9,6,0,0,0,0.0,44,1098
36,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_3 not found, computing it",E19,"Partition rdd_<*> not found, computing it",0,normal,Spark_2k,2017-06-09 20:10:46.000,2017-06-09 20:10:46,20,4,9,6,0,0,0,0.0,45,1098
35,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_1 not found, computing it",E19,"Partition rdd_<*> not found, computing it",0,normal,Spark_2k,2017-06-09 20:10:46.000,2017-06-09 20:10:46,20,4,9,6,0,0,0,0.0,46,1098
34,17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_9 stored as values in memory (estimated size 8.8 KB, free 14.0 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:46.000,2017-06-09 20:10:46,20,4,9,6,0,0,0,0.0,47,1098
53,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.partition is deprecated. Instead, use mapreduce.task.partition",E16,"mapred.task.partition is deprecated. Instead, use mapreduce.task.partition",1,config_error,Spark_2k,2017-06-09 20:10:47.000,2017-06-09 20:10:47,20,4,9,6,0,0,0,1.0,48,1098
51,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap",E15,"mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap",1,config_error,Spark_2k,2017-06-09 20:10:47.000,2017-06-09 20:10:47,20,4,9,6,0,0,0,0.0,49,1098
52,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.job.id is deprecated. Instead, use mapreduce.job.id",E13,"mapred.job.id is deprecated. Instead, use mapreduce.job.id",1,config_error,Spark_2k,2017-06-09 20:10:47.000,2017-06-09 20:10:47,20,4,9,6,0,0,0,0.0,50,1098
49,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.tip.id is deprecated. Instead, use mapreduce.task.id",E17,"mapred.tip.id is deprecated. Instead, use mapreduce.task.id",1,config_error,Spark_2k,2017-06-09 20:10:47.000,2017-06-09 20:10:47,20,4,9,6,0,0,0,0.0,51,1098
50,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id",E14,"mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id",1,config_error,Spark_2k,2017-06-09 20:10:47.000,2017-06-09 20:10:47,20,4,9,6,0,0,0,0.0,52,1098
83,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_4 stored as bytes in memory (estimated size 890.0 B, free 323.8 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,1.0,53,1098
77,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1078, boot = 851, init = 219, finish = 8",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,54,1098
78,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1077, boot = 865, init = 206, finish = 6",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,55,1098
79,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_2 stored as bytes in memory (estimated size 850.0 B, free 320.3 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,56,1098
76,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1074, boot = 869, init = 199, finish = 6",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,57,1098
80,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_3 stored as bytes in memory (estimated size 930.0 B, free 321.2 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,58,1098
81,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_1 stored as bytes in memory (estimated size 935.0 B, free 322.1 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,59,1098
82,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_0 stored as bytes in memory (estimated size 913.0 B, free 323.0 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,60,1098
84,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 38, boot = 11, init = 27, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,61,1098
90,17/06/09,20:10:48,INFO,executor.Executor,Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,62,1098
86,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 41, boot = 15, init = 26, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,63,1098
87,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 40, boot = 7, init = 33, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,64,1098
88,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 42, boot = 13, init = 28, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,65,1098
89,17/06/09,20:10:48,INFO,executor.Executor,Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,66,1098
91,17/06/09,20:10:48,INFO,executor.Executor,Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,67,1098
92,17/06/09,20:10:48,INFO,executor.Executor,Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,68,1098
93,17/06/09,20:10:48,INFO,executor.Executor,Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,69,1098
75,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1114, boot = 885, init = 223, finish = 6",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,70,1098
85,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 42, boot = 12, init = 30, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,71,1098
74,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1072, boot = 856, init = 210, finish = 6",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,72,1098
61,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_4 stored as values in memory (estimated size 384.0 B, free 318.0 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,73,1098
72,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 2 took 16 ms,E20,Reading broadcast variable <*> took <*> ms,0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,74,1098
73,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_2 stored as values in memory (estimated size 384.0 B, free 319.4 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,75,1098
54,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 0,E29,Started reading broadcast variable <*>,0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,76,1098
55,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_0_piece0 stored as bytes in memory (estimated size 93.0 B, free 317.1 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,77,1098
56,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 0 took 21 ms,E20,Reading broadcast variable <*> took <*> ms,0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,78,1098
58,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 4,E29,Started reading broadcast variable <*>,0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,79,1098
59,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_4_piece0 stored as bytes in memory (estimated size 95.0 B, free 317.6 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,80,1098
60,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 4 took 18 ms,E20,Reading broadcast variable <*> took <*> ms,0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,81,1098
62,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 3,E29,Started reading broadcast variable <*>,0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,82,1098
57,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_0 stored as values in memory (estimated size 384.0 B, free 317.5 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,83,1098
64,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 3 took 17 ms,E20,Reading broadcast variable <*> took <*> ms,0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,84,1098
65,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_3 stored as values in memory (estimated size 384.0 B, free 318.5 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,85,1098
66,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 1,E29,Started reading broadcast variable <*>,0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,86,1098
67,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_1_piece0 stored as bytes in memory (estimated size 107.0 B, free 318.6 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,87,1098
68,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 1 took 16 ms,E20,Reading broadcast variable <*> took <*> ms,0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,88,1098
69,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_1 stored as values in memory (estimated size 384.0 B, free 319.0 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,89,1098
70,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 2,E29,Started reading broadcast variable <*>,0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,90,1098
63,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_3_piece0 stored as bytes in memory (estimated size 152.0 B, free 318.1 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,91,1098
71,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_2_piece0 stored as bytes in memory (estimated size 93.0 B, free 319.0 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",0,normal,Spark_2k,2017-06-09 20:10:48.000,2017-06-09 20:10:48,20,4,9,6,0,0,0,0.0,92,1098
135,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 11 took 15 ms,E20,Reading broadcast variable <*> took <*> ms,0,normal,Spark_2k,2017-06-09 20:10:52.000,2017-06-09 20:10:52,20,4,9,6,0,0,0,4.0,93,1098
