LineId,Time,Program,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
986,07.26 13:30:48,chrome.exe *64,cbjs.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:30:48.000,2025-07-26 13:30:48,13,5,26,7,1,1,0,3.0,10,20
985,07.26 13:30:48,chrome.exe *64,www.4399.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:30:48.000,2025-07-26 13:30:48,13,5,26,7,1,1,0,0.0,11,20
984,07.26 13:30:48,chrome.exe *64,comment.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:30:48.000,2025-07-26 13:30:48,13,5,26,7,1,1,0,0.0,12,20
987,07.26 13:30:49,chrome.exe *64,ubmcmm.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:30:49.000,2025-07-26 13:30:49,13,5,26,7,1,1,0,1.0,13,20
988,07.26 13:30:49,chrome.exe *64,dup.baidustatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:30:49.000,2025-07-26 13:30:49,13,5,26,7,1,1,0,0.0,14,20
989,07.26 13:30:49,chrome.exe *64,eclick.baidu.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:30:49.000,2025-07-26 13:30:49,13,5,26,7,1,1,0,0.0,15,20
990,07.26 13:30:50,chrome.exe *64,dup.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:30:50.000,2025-07-26 13:30:50,13,5,26,7,1,1,0,1.0,16,20
991,07.26 13:30:50,chrome.exe *64,dup.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:30:50.000,2025-07-26 13:30:50,13,5,26,7,1,1,0,0.0,17,20
992,07.26 13:30:57,chrome.exe *64,"b1.bdstatic.com:80 close, 389 bytes sent, 409 bytes received, lifetime 00:21",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:30:57.000,2025-07-26 13:30:57,13,5,26,7,1,1,0,7.0,18,20
993,07.26 13:30:58,chrome.exe *64,"pos.baidu.com:80 close, 1822 bytes (1.77 KB) sent, 1370 bytes (1.33 KB) received, lifetime 00:10",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:30:58.000,2025-07-26 13:30:58,13,5,26,7,1,1,0,1.0,19,20
995,07.26 13:31:09,chrome.exe *64,"xin.4399.cn:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:31:09.000,2025-07-26 13:31:09,13,5,26,7,1,1,0,11.0,20,13
1000,07.26 13:31:09,chrome.exe *64,"www.4399.cn:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:31:09.000,2025-07-26 13:31:09,13,5,26,7,1,1,0,0.0,21,13
996,07.26 13:31:09,chrome.exe *64,"newsimg.5054399.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:31:09.000,2025-07-26 13:31:09,13,5,26,7,1,1,0,0.0,22,13
994,07.26 13:31:09,chrome.exe *64,"i9.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:27",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:31:09.000,2025-07-26 13:31:09,13,5,26,7,1,1,0,0.0,23,13
998,07.26 13:31:09,chrome.exe *64,"i9.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:27",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:31:09.000,2025-07-26 13:31:09,13,5,26,7,1,1,0,0.0,24,13
997,07.26 13:31:09,chrome.exe *64,"comment.5054399.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:31:09.000,2025-07-26 13:31:09,13,5,26,7,1,1,0,0.0,25,13
999,07.26 13:31:09,chrome.exe *64,"m.news.4399.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:31:09.000,2025-07-26 13:31:09,13,5,26,7,1,1,0,0.0,26,13
1001,07.26 13:31:12,chrome.exe *64,api.share.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:31:12.000,2025-07-26 13:31:12,13,5,26,7,1,1,0,3.0,27,13
1002,07.26 13:31:13,chrome.exe *64,"timg.baidu.com:80 close, 1299 bytes (1.26 KB) sent, 4993 bytes (4.87 KB) received, lifetime 00:30",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:31:13.000,2025-07-26 13:31:13,13,5,26,7,1,1,0,1.0,28,13
1003,07.26 13:31:21,chrome.exe *64,"www.googletagservices.com:443 close, 1257 bytes (1.22 KB) sent, 540 bytes received, lifetime 04:00",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:31:21.000,2025-07-26 13:31:21,13,5,26,7,1,1,0,8.0,29,13
1004,07.26 13:31:23,chrome.exe *64,"yt3.ggpht.com:443 close, 10542 bytes (10.2 KB) sent, 356545 bytes (348 KB) received, lifetime 09:54",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:31:23.000,2025-07-26 13:31:23,13,5,26,7,1,1,0,2.0,30,13
1005,07.26 13:31:28,chrome.exe *64,"www.google.com:443 close, 1740 bytes (1.69 KB) sent, 21911 bytes (21.3 KB) received, lifetime 04:01",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:31:28.000,2025-07-26 13:31:28,13,5,26,7,1,1,0,5.0,31,13
1006,07.26 13:31:49,chrome.exe *64,"dup.baidustatic.com:443 close, 814 bytes sent, 4145 bytes (4.04 KB) received, lifetime 01:00",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:31:49.000,2025-07-26 13:31:49,13,5,26,7,1,1,0,21.0,32,13
1007,07.26 13:36:07,chrome.exe *64,pubads.g.doubleclick.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:36:07.000,2025-07-26 13:36:07,13,5,26,7,1,1,0,258.0,33,3
1008,07.26 13:36:11,chrome.exe *64,d.agkn.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:36:11.000,2025-07-26 13:36:11,13,5,26,7,1,1,0,4.0,34,3
1009,07.26 13:36:22,chrome.exe *64,"odr.mookie1.com:443 close, 361 bytes sent, 4839 bytes (4.72 KB) received, lifetime 00:11",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:36:22.000,2025-07-26 13:36:22,13,5,26,7,1,1,0,11.0,35,3
1010,07.26 13:37:15,chrome.exe *64,"safebrowsing.googleapis.com:443 close, 1344 bytes (1.31 KB) sent, 1170 bytes (1.14 KB) received, lifetime 04:00",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:37:15.000,2025-07-26 13:37:15,13,5,26,7,1,1,0,53.0,36,1
1011,07.26 13:39:07,chrome.exe *64,"clients6.google.com:443 close, 1891 bytes (1.84 KB) sent, 811 bytes received, lifetime 04:00",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:39:07.000,2025-07-26 13:39:07,13,5,26,7,1,1,0,112.0,37,2
1012,07.26 13:39:39,Dropbox.exe,"d.dropbox.com:443 close, 1021 bytes sent, 4906 bytes (4.79 KB) received, lifetime 01:01",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:39:39.000,2025-07-26 13:39:39,13,5,26,7,1,1,0,32.0,38,2
1013,07.26 13:40:11,chrome.exe *64,"clients6.google.com:443 close, 3216 bytes (3.14 KB) sent, 2391 bytes (2.33 KB) received, lifetime 05:04",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:40:11.000,2025-07-26 13:40:11,13,5,26,7,1,1,0,32.0,39,2
1014,07.26 13:40:22,chrome.exe *64,"i.ytimg.com:443 close, 2836 bytes (2.76 KB) sent, 125622 bytes (122 KB) received, lifetime 06:33",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:40:22.000,2025-07-26 13:40:22,13,5,26,7,1,1,0,11.0,40,2
1015,07.26 13:41:04,chrome.exe *64,d.agkn.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:41:04.000,2025-07-26 13:41:04,13,5,26,7,1,1,0,42.0,41,1
1016,07.26 13:42:05,chrome.exe *64,"r6---sn-i3b7kn7d.googlevideo.com:443 close, 12789 bytes (12.4 KB) sent, 13833013 bytes (13.1 MB) received, lifetime 01:01",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:42:05.000,2025-07-26 13:42:05,13,5,26,7,1,1,0,61.0,42,2
1017,07.26 13:42:10,chrome.exe *64,"odr.mookie1.com:443 close, 1045 bytes (1.02 KB) sent, 5662 bytes (5.52 KB) received, lifetime 01:06",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:42:10.000,2025-07-26 13:42:10,13,5,26,7,1,1,0,5.0,43,2
1018,07.26 13:43:17,chrome.exe *64,odr.mookie1.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:43:17.000,2025-07-26 13:43:17,13,5,26,7,1,1,0,67.0,44,2
1019,07.26 13:43:18,chrome.exe *64,static.doubleclick.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:43:18.000,2025-07-26 13:43:18,13,5,26,7,1,1,0,1.0,45,2
1020,07.26 13:44:26,Dropbox.exe,d.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:44:26.000,2025-07-26 13:44:26,13,5,26,7,1,1,0,68.0,46,3
1021,07.26 13:44:28,chrome.exe *64,fonts.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:44:28.000,2025-07-26 13:44:28,13,5,26,7,1,1,0,2.0,47,3
1022,07.26 13:44:29,chrome.exe *64,static.doubleclick.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:44:29.000,2025-07-26 13:44:29,13,5,26,7,1,1,0,1.0,48,3
1023,07.26 13:45:00,chrome.exe *64,"r6---sn-i3b7knez.googlevideo.com:443 close, 13118 bytes (12.8 KB) sent, 3242984 bytes (3.09 MB) received, lifetime 00:31",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:45:00.000,2025-07-26 13:45:00,13,5,26,7,1,1,0,31.0,49,1
1028,07.26 13:46:41,chrome.exe *64,sclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:46:41.000,2025-07-26 13:46:41,13,5,26,7,1,1,0,101.0,50,15
1026,07.26 13:46:41,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:46:41.000,2025-07-26 13:46:41,13,5,26,7,1,1,0,0.0,51,15
1029,07.26 13:46:41,chrome.exe *64,sclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:46:41.000,2025-07-26 13:46:41,13,5,26,7,1,1,0,0.0,52,15
1027,07.26 13:46:41,chrome.exe *64,timg.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:46:41.000,2025-07-26 13:46:41,13,5,26,7,1,1,0,0.0,53,15
1024,07.26 13:46:41,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:46:41.000,2025-07-26 13:46:41,13,5,26,7,1,1,0,0.0,54,15
1025,07.26 13:46:41,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:46:41.000,2025-07-26 13:46:41,13,5,26,7,1,1,0,0.0,55,15
1030,07.26 13:46:43,chrome.exe *64,ecmb.bdimg.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:46:43.000,2025-07-26 13:46:43,13,5,26,7,1,1,0,2.0,56,15
1031,07.26 13:46:48,chrome.exe *64,"c.baidu.com:80 close, 1052 bytes (1.02 KB) sent, 113 bytes received, lifetime <1 sec",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:46:48.000,2025-07-26 13:46:48,13,5,26,7,1,1,0,5.0,57,15
1032,07.26 13:46:51,chrome.exe *64,"t12.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:10",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:46:51.000,2025-07-26 13:46:51,13,5,26,7,1,1,0,3.0,58,15
1033,07.26 13:46:51,chrome.exe *64,"t12.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:10",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:46:51.000,2025-07-26 13:46:51,13,5,26,7,1,1,0,0.0,59,15
1034,07.26 13:46:51,chrome.exe *64,"timg.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:10",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:46:51.000,2025-07-26 13:46:51,13,5,26,7,1,1,0,0.0,60,15
1035,07.26 13:46:51,chrome.exe *64,cpro.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:46:51.000,2025-07-26 13:46:51,13,5,26,7,1,1,0,0.0,61,15
1036,07.26 13:46:52,chrome.exe *64,ubmcmm.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:46:52.000,2025-07-26 13:46:52,13,5,26,7,1,1,0,1.0,62,15
1037,07.26 13:46:52,chrome.exe *64,dup.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:46:52.000,2025-07-26 13:46:52,13,5,26,7,1,1,0,0.0,63,15
1038,07.26 13:46:52,chrome.exe *64,"ss.bdimg.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:10",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:46:52.000,2025-07-26 13:46:52,13,5,26,7,1,1,0,0.0,64,15
1039,07.26 13:47:02,chrome.exe *64,"pos.baidu.com:80 close, 3783 bytes (3.69 KB) sent, 38448 bytes (37.5 KB) received, lifetime 00:11",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:47:02.000,2025-07-26 13:47:02,13,5,26,7,1,1,0,10.0,65,20
1040,07.26 13:47:07,chrome.exe *64,"i9.baidu.com:80 close, 1915 bytes (1.87 KB) sent, 12764 bytes (12.4 KB) received, lifetime 00:21",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:47:07.000,2025-07-26 13:47:07,13,5,26,7,1,1,0,5.0,66,20
1041,07.26 13:47:11,chrome.exe *64,"z13.cnzz.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:47:11.000,2025-07-26 13:47:11,13,5,26,7,1,1,0,4.0,67,20
1042,07.26 13:47:11,chrome.exe *64,eclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:47:11.000,2025-07-26 13:47:11,13,5,26,7,1,1,0,0.0,68,20
1043,07.26 13:47:12,chrome.exe *64,"f10.baidu.com:80 close, 6956 bytes (6.79 KB) sent, 101059 bytes (98.6 KB) received, lifetime 00:20",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:47:12.000,2025-07-26 13:47:12,13,5,26,7,1,1,0,1.0,69,20
1044,07.26 13:47:16,chrome.exe *64,"suggestion.baidu.com:80 close, 1829 bytes (1.78 KB) sent, 1039 bytes (1.01 KB) received, lifetime 00:35",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:47:16.000,2025-07-26 13:47:16,13,5,26,7,1,1,0,4.0,70,20
1045,07.26 13:47:16,chrome.exe *64,"eclick.baidu.com:80 close, 1037 bytes (1.01 KB) sent, 311 bytes received, lifetime 00:05",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:47:16.000,2025-07-26 13:47:16,13,5,26,7,1,1,0,0.0,71,20
1046,07.26 13:47:17,chrome.exe *64,"cm.g.doubleclick.net:443 close, 2197 bytes (2.14 KB) sent, 1527 bytes (1.49 KB) received, lifetime 06:13",E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",0,normal,Proxifier_2k,2025-07-26 13:47:17.000,2025-07-26 13:47:17,13,5,26,7,1,1,0,1.0,72,20
1051,07.26 13:47:37,chrome.exe *64,video.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:47:37.000,2025-07-26 13:47:37,13,5,26,7,1,1,0,20.0,73,20
1047,07.26 13:47:37,chrome.exe *64,news.4399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:47:37.000,2025-07-26 13:47:37,13,5,26,7,1,1,0,0.0,74,20
1048,07.26 13:47:37,chrome.exe *64,app.4399.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:47:37.000,2025-07-26 13:47:37,13,5,26,7,1,1,0,0.0,75,20
1049,07.26 13:47:37,chrome.exe *64,app.4399.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:47:37.000,2025-07-26 13:47:37,13,5,26,7,1,1,0,0.0,76,20
1050,07.26 13:47:37,chrome.exe *64,video.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:47:37.000,2025-07-26 13:47:37,13,5,26,7,1,1,0,0.0,77,20
1055,07.26 13:47:38,chrome.exe *64,www.4399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:47:38.000,2025-07-26 13:47:38,13,5,26,7,1,1,0,1.0,78,20
1053,07.26 13:47:38,chrome.exe *64,a.img4399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:47:38.000,2025-07-26 13:47:38,13,5,26,7,1,1,0,0.0,79,20
1054,07.26 13:47:38,chrome.exe *64,w.cnzz.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:47:38.000,2025-07-26 13:47:38,13,5,26,7,1,1,0,0.0,80,20
1052,07.26 13:47:38,chrome.exe *64,comment.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,0,normal,Proxifier_2k,2025-07-26 13:47:38.000,2025-07-26 13:47:38,13,5,26,7,1,1,0,0.0,81,20
