LineId,Date,Time,Level,Node,Component,Id,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
14,2015-07-29,"19:13:54,399",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:13:54.399,2015-07-29 19:13:54.399,19,2,29,7,0,0,0,0.179,23,11
15,2015-07-29,"19:14:04,406",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:14:04.406,2015-07-29 19:14:04.406,19,2,29,7,0,0,0,10.007,24,11
761,2015-07-29,"19:14:06,236",WARN,LearnerHandler-/10.10.34.12,59060:LearnerHandler,575,******* GOODBYE /10.10.34.12:59060 ********,E1,******* GOODBYE /<*>:<*> ********,0,normal,Zookeeper_2k,2015-07-29 19:14:06.236,2015-07-29 19:14:06.236,19,2,29,7,0,0,0,1.83,25,11
16,2015-07-29,"19:14:07,559",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:14:07.559,2015-07-29 19:14:07.559,19,2,29,7,0,0,0,1.323,26,11
17,2015-07-29,"19:14:07,653",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:14:07.653,2015-07-29 19:14:07.653,19,2,29,7,0,0,0,0.094,27,11
18,2015-07-29,"19:14:24,329",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:14:24.329,2015-07-29 19:14:24.329,19,2,29,7,0,0,0,16.676,28,11
19,2015-07-29,"19:14:37,585",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:14:37.585,2015-07-29 19:14:37.585,19,2,29,7,0,0,0,13.256,29,11
20,2015-07-29,"19:14:44,256",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:45440,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:14:44.256,2015-07-29 19:14:44.256,19,2,29,7,0,0,0,6.671,30,11
762,2015-07-29,"19:14:46,264",WARN,LearnerHandler-/10.10.34.12,59103:LearnerHandler,575,******* GOODBYE /10.10.34.12:59103 ********,E1,******* GOODBYE /<*>:<*> ********,0,normal,Zookeeper_2k,2015-07-29 19:14:46.264,2015-07-29 19:14:46.264,19,2,29,7,0,0,0,2.008,31,11
21,2015-07-29,"19:14:47,593",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:14:47.593,2015-07-29 19:14:47.593,19,2,29,7,0,0,0,1.329,32,11
22,2015-07-29,"19:14:54,354",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:14:54.354,2015-07-29 19:14:54.354,19,2,29,7,0,0,0,6.761,33,11
763,2015-07-29,"19:14:56,371",WARN,LearnerHandler-/10.10.34.13,57247:LearnerHandler,575,******* GOODBYE /10.10.34.13:57247 ********,E1,******* GOODBYE /<*>:<*> ********,0,normal,Zookeeper_2k,2015-07-29 19:14:56.371,2015-07-29 19:14:56.371,19,2,29,7,0,0,0,2.017,34,11
764,2015-07-29,"19:15:16,204",ERROR,LearnerHandler-/10.10.34.11,52419:LearnerHandler,562,Unexpected exception causing shutdown while sock still open,E49,Unexpected exception causing shutdown while sock still open,0,normal,Zookeeper_2k,2015-07-29 19:15:16.204,2015-07-29 19:15:16.204,19,2,29,7,0,0,0,19.833,35,7
23,2015-07-29,"19:15:24,476",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:15:24.476,2015-07-29 19:15:24.476,19,2,29,7,0,0,0,8.272,36,7
24,2015-07-29,"19:15:37,647",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:15:37.647,2015-07-29 19:15:37.647,19,2,29,7,0,0,0,13.171,37,7
25,2015-07-29,"19:15:37,648",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:15:37.648,2015-07-29 19:15:37.648,19,2,29,7,0,0,0,0.001,38,7
26,2015-07-29,"19:15:54,407",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:15:54.407,2015-07-29 19:15:54.407,19,2,29,7,0,0,0,16.759,39,7
765,2015-07-29,"19:15:56,423",WARN,LearnerHandler-/10.10.34.13,57319:LearnerHandler,575,******* GOODBYE /10.10.34.13:57319 ********,E1,******* GOODBYE /<*>:<*> ********,0,normal,Zookeeper_2k,2015-07-29 19:15:56.423,2015-07-29 19:15:56.423,19,2,29,7,0,0,0,2.016,40,7
27,2015-07-29,"19:15:57,854",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:57895,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:15:57.854,2015-07-29 19:15:57.854,19,2,29,7,0,0,0,1.431,41,7
28,2015-07-29,"19:16:04,412",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:16:04.412,2015-07-29 19:16:04.412,19,2,29,7,0,0,0,6.558,42,15
29,2015-07-29,"19:16:04,414",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:16:04.414,2015-07-29 19:16:04.414,19,2,29,7,0,0,0,0.002,43,15
766,2015-07-29,"19:16:06,243",WARN,LearnerHandler-/10.10.34.11,52476:LearnerHandler,575,******* GOODBYE /10.10.34.11:52476 ********,E1,******* GOODBYE /<*>:<*> ********,0,normal,Zookeeper_2k,2015-07-29 19:16:06.243,2015-07-29 19:16:06.243,19,2,29,7,0,0,0,1.829,44,15
767,2015-07-29,"19:16:06,336",WARN,LearnerHandler-/10.10.34.12,59203:LearnerHandler,575,******* GOODBYE /10.10.34.12:59203 ********,E1,******* GOODBYE /<*>:<*> ********,0,normal,Zookeeper_2k,2015-07-29 19:16:06.336,2015-07-29 19:16:06.336,19,2,29,7,0,0,0,0.093,45,15
30,2015-07-29,"19:16:07,659",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:16:07.659,2015-07-29 19:16:07.659,19,2,29,7,0,0,0,1.323,46,15
31,2015-07-29,"19:16:14,520",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:16:14.520,2015-07-29 19:16:14.520,19,2,29,7,0,0,0,6.861,47,15
768,2015-07-29,"19:16:16,339",WARN,LearnerHandler-/10.10.34.12,59211:LearnerHandler,575,******* GOODBYE /10.10.34.12:59211 ********,E1,******* GOODBYE /<*>:<*> ********,0,normal,Zookeeper_2k,2015-07-29 19:16:16.339,2015-07-29 19:16:16.339,19,2,29,7,0,0,0,1.819,48,15
32,2015-07-29,"19:16:24,348",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:16:24.348,2015-07-29 19:16:24.348,19,2,29,7,0,0,0,8.009,49,15
769,2015-07-29,"19:16:26,268",WARN,LearnerHandler-/10.10.34.11,52502:LearnerHandler,575,******* GOODBYE /10.10.34.11:52502 ********,E1,******* GOODBYE /<*>:<*> ********,0,normal,Zookeeper_2k,2015-07-29 19:16:26.268,2015-07-29 19:16:26.268,19,2,29,7,0,0,0,1.92,50,15
770,2015-07-29,"19:16:26,447",ERROR,LearnerHandler-/10.10.34.13,57354:LearnerHandler,562,Unexpected exception causing shutdown while sock still open,E49,Unexpected exception causing shutdown while sock still open,0,normal,Zookeeper_2k,2015-07-29 19:16:26.447,2015-07-29 19:16:26.447,19,2,29,7,0,0,0,0.179,51,15
33,2015-07-29,"19:16:27,865",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:16:27.865,2015-07-29 19:16:27.865,19,2,29,7,0,0,0,1.418,52,15
34,2015-07-29,"19:16:27,865",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:16:27.865,2015-07-29 19:16:27.865,19,2,29,7,0,0,0,0.0,53,15
35,2015-07-29,"19:16:34,433",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:16:34.433,2015-07-29 19:16:34.433,19,2,29,7,0,0,0,6.568,54,15
36,2015-07-29,"19:16:44,440",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:47727,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:16:44.440,2015-07-29 19:16:44.440,19,2,29,7,0,0,0,10.007,55,15
37,2015-07-29,"19:16:57,707",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:16:57.707,2015-07-29 19:16:57.707,19,2,29,7,0,0,0,13.267,56,15
38,2015-07-29,"19:17:17,721",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:17:17.721,2015-07-29 19:17:17.721,19,2,29,7,0,0,0,20.014,57,9
39,2015-07-29,"19:17:17,921",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:17:17.921,2015-07-29 19:17:17.921,19,2,29,7,0,0,0,0.2,58,9
40,2015-07-29,"19:17:24,471",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:17:24.471,2015-07-29 19:17:24.471,19,2,29,7,0,0,0,6.55,59,9
41,2015-07-29,"19:17:24,477",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:17:24.477,2015-07-29 19:17:24.477,19,2,29,7,0,0,0,0.006,60,9
771,2015-07-29,"19:17:36,507",ERROR,LearnerHandler-/10.10.34.13,57438:LearnerHandler,562,Unexpected exception causing shutdown while sock still open,E49,Unexpected exception causing shutdown while sock still open,0,normal,Zookeeper_2k,2015-07-29 19:17:36.507,2015-07-29 19:17:36.507,19,2,29,7,0,0,0,12.03,61,9
772,2015-07-29,"19:17:56,522",WARN,LearnerHandler-/10.10.34.13,57458:LearnerHandler,575,******* GOODBYE /10.10.34.13:57458 ********,E1,******* GOODBYE /<*>:<*> ********,0,normal,Zookeeper_2k,2015-07-29 19:17:56.522,2015-07-29 19:17:56.522,19,2,29,7,0,0,0,20.015,62,9
42,2015-07-29,"19:17:57,741",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:17:57.741,2015-07-29 19:17:57.741,19,2,29,7,0,0,0,1.219,63,9
43,2015-07-29,"19:17:57,939",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:58035,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:17:57.939,2015-07-29 19:17:57.939,19,2,29,7,0,0,0,0.198,64,9
44,2015-07-29,"19:17:57,955",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:17:57.955,2015-07-29 19:17:57.955,19,2,29,7,0,0,0,0.016,65,9
45,2015-07-29,"19:18:04,430",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:18:04.430,2015-07-29 19:18:04.430,19,2,29,7,0,0,0,6.475,66,14
46,2015-07-29,"19:18:07,748",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:18:07.748,2015-07-29 19:18:07.748,19,2,29,7,0,0,0,3.318,67,14
47,2015-07-29,"19:18:07,756",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:18:07.756,2015-07-29 19:18:07.756,19,2,29,7,0,0,0,0.008,68,14
48,2015-07-29,"19:18:14,511",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:47838,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:18:14.511,2015-07-29 19:18:14.511,19,2,29,7,0,0,0,6.755,69,14
49,2015-07-29,"19:18:14,839",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:18:14.839,2015-07-29 19:18:14.839,19,2,29,7,0,0,0,0.328,70,14
773,2015-07-29,"19:18:26,565",WARN,LearnerHandler-/10.10.34.13,57502:LearnerHandler,575,******* GOODBYE /10.10.34.13:57502 ********,E1,******* GOODBYE /<*>:<*> ********,0,normal,Zookeeper_2k,2015-07-29 19:18:26.565,2015-07-29 19:18:26.565,19,2,29,7,0,0,0,11.726,71,14
50,2015-07-29,"19:18:34,635",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:18:34.635,2015-07-29 19:18:34.635,19,2,29,7,0,0,0,8.07,72,14
51,2015-07-29,"19:18:37,770",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:18:37.770,2015-07-29 19:18:37.770,19,2,29,7,0,0,0,3.135,73,14
52,2015-07-29,"19:18:47,785",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:18:47.785,2015-07-29 19:18:47.785,19,2,29,7,0,0,0,10.015,74,14
54,2015-07-29,"19:18:54,534",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:18:54.534,2015-07-29 19:18:54.534,19,2,29,7,0,0,0,6.749,75,14
53,2015-07-29,"19:18:54,534",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:18:54.534,2015-07-29 19:18:54.534,19,2,29,7,0,0,0,0.0,76,14
774,2015-07-29,"19:18:56,377",WARN,LearnerHandler-/10.10.34.11,52703:LearnerHandler,575,******* GOODBYE /10.10.34.11:52703 ********,E1,******* GOODBYE /<*>:<*> ********,0,normal,Zookeeper_2k,2015-07-29 19:18:56.377,2015-07-29 19:18:56.377,19,2,29,7,0,0,0,1.843,77,14
775,2015-07-29,"19:18:56,457",WARN,LearnerHandler-/10.10.34.12,59406:LearnerHandler,575,******* GOODBYE /10.10.34.12:59406 ********,E1,******* GOODBYE /<*>:<*> ********,0,normal,Zookeeper_2k,2015-07-29 19:18:56.457,2015-07-29 19:18:56.457,19,2,29,7,0,0,0,0.08,78,14
55,2015-07-29,"19:18:57,988",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:18:57.988,2015-07-29 19:18:57.988,19,2,29,7,0,0,0,1.531,79,14
56,2015-07-29,"19:19:04,661",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:58116,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:19:04.661,2015-07-29 19:19:04.661,19,2,29,7,0,0,0,6.673,80,1
776,2015-07-29,"19:20:16,690",ERROR,LearnerHandler-/10.10.34.12,59455:LearnerHandler,562,Unexpected exception causing shutdown while sock still open,E49,Unexpected exception causing shutdown while sock still open,0,normal,Zookeeper_2k,2015-07-29 19:20:16.690,2015-07-29 19:20:16.690,19,2,29,7,0,0,0,72.029,81,6
777,2015-07-29,"19:20:16,794",WARN,LearnerHandler-/10.10.34.13,57580:LearnerHandler,575,******* GOODBYE /10.10.34.13:57580 ********,E1,******* GOODBYE /<*>:<*> ********,0,normal,Zookeeper_2k,2015-07-29 19:20:16.794,2015-07-29 19:20:16.794,19,2,29,7,0,0,0,0.104,82,6
778,2015-07-29,"19:20:36,704",ERROR,LearnerHandler-/10.10.34.12,59480:LearnerHandler,562,Unexpected exception causing shutdown while sock still open,E49,Unexpected exception causing shutdown while sock still open,0,normal,Zookeeper_2k,2015-07-29 19:20:36.704,2015-07-29 19:20:36.704,19,2,29,7,0,0,0,19.91,83,6
779,2015-07-29,"19:20:46,814",ERROR,LearnerHandler-/10.10.34.13,57617:LearnerHandler,562,Unexpected exception causing shutdown while sock still open,E49,Unexpected exception causing shutdown while sock still open,0,normal,Zookeeper_2k,2015-07-29 19:20:46.814,2015-07-29 19:20:46.814,19,2,29,7,0,0,0,10.11,84,6
780,2015-07-29,"19:20:56,605",ERROR,LearnerHandler-/10.10.34.11,52814:LearnerHandler,562,Unexpected exception causing shutdown while sock still open,E49,Unexpected exception causing shutdown while sock still open,0,normal,Zookeeper_2k,2015-07-29 19:20:56.605,2015-07-29 19:20:56.605,19,2,29,7,0,0,0,9.791,85,6
